youthidCUF,classidCUF,neg_indegree,neg_outdegree,neg_isolate,pos_indegree,pos_outdegree,pos_isolate,n_mutual_bfs,non_reciprocal,num_bfs
43530211,435302,0,1,0,6,5,0,5,0,5
43530212,435302,0,1,0,4,5,0,3,2,5
43530213,435302,0,5,0,6,5,0,4,1,5
43530214,435302,0,5,0,6,4,0,4,1,4
43530215,435302,2,4,0,4,5,0,4,1,5
43530217,435302,3,2,0,4,5,0,4,1,5
43530218,435302,1,1,0,2,4,0,2,3,4
45460111,454601,3,2,0,4,5,0,4,1,5
45460113,454601,3,4,0,6,5,0,4,1,5
45460114,454601,3,2,0,3,5,0,3,2,5
45460115,454601,1,2,0,1,4,0,0,5,4
45460117,454601,0,3,0,6,3,0,2,2,3
45460118,454601,1,5,0,2,3,0,2,2,3
45460121,454601,0,5,0,4,4,0,2,3,4
45460122,454601,3,3,0,1,2,0,1,2,2
45460123,454601,5,2,0,1,2,0,0,3,2
45460124,454601,0,0,1,1,0,0,0,1,0
45460126,454601,0,5,0,4,4,0,2,3,4
45460129,454601,12,3,0,1,2,0,1,2,2
45460211,454602,1,5,0,2,5,0,2,3,5
45460212,454602,9,3,0,4,2,0,2,1,2
45460213,454602,6,1,0,1,3,0,1,3,3
45460214,454602,2,0,0,2,1,0,1,1,1
45460219,454602,0,1,0,9,5,0,3,2,5
45460220,454602,0,3,0,7,4,0,3,2,4
45460221,454602,1,3,0,5,5,0,4,1,5
45460222,454602,4,5,0,2,5,0,2,3,5
45460224,454602,0,5,0,5,5,0,4,1,5
45460225,454602,1,3,0,4,5,0,3,2,5
45460226,454602,1,3,0,5,5,0,3,2,5
45460228,454602,1,5,0,3,5,0,3,2,5
45460229,454602,6,2,0,4,5,0,4,1,5
45760110,457601,4,5,0,2,4,0,2,3,4
45760111,457601,7,5,0,0,5,0,0,5,5
45760114,457601,0,5,0,3,3,0,3,1,3
45760115,457601,7,3,0,5,5,0,5,0,5
45760116,457601,6,5,0,3,3,0,2,2,3
45760118,457601,1,5,0,6,5,0,3,2,5
45760119,457601,5,4,0,2,2,0,2,1,2
45760120,457601,4,5,0,2,4,0,2,3,4
45760121,457601,3,1,0,4,5,0,2,3,5
45760123,457601,1,5,0,2,3,0,1,3,3
45760210,457602,0,4,0,4,5,0,4,1,5
45760212,457602,1,3,0,2,3,0,1,3,3
45760213,457602,2,0,0,2,5,0,2,3,5
45760215,457602,5,5,0,1,5,0,1,4,5
45760219,457602,0,5,0,6,5,0,4,1,5
45760221,457602,0,3,0,4,5,0,4,1,5
45760222,457602,0,4,0,3,2,0,2,1,2
45760224,457602,1,1,0,2,4,0,2,3,4
45760225,457602,1,4,0,2,3,0,2,2,3
45830211,458302,3,3,0,3,3,0,1,3,3
45830214,458302,2,1,0,5,5,0,4,1,5
45830215,458302,3,0,0,2,4,0,1,4,4
45830216,458302,3,5,0,2,5,0,1,4,5
45830217,458302,3,1,0,1,5,0,1,4,5
45830218,458302,0,2,0,6,4,0,3,2,4
45830310,458303,0,4,0,6,4,0,4,1,4
45830311,458303,1,3,0,4,5,0,3,2,5
45830312,458303,2,3,0,7,5,0,5,0,5
45830313,458303,7,5,0,2,5,0,2,3,5
45830315,458303,1,5,0,1,4,0,1,4,4
45830317,458303,2,5,0,3,4,0,2,3,4
45830318,458303,1,4,0,5,5,0,3,2,5
45830319,458303,0,3,0,4,5,0,3,2,5
45830320,458303,7,2,0,2,2,0,1,2,2
45830321,458303,3,5,0,5,5,0,3,2,5
45830322,458303,1,3,0,5,5,0,3,2,5
45840110,458401,7,2,0,1,4,0,1,4,4
45840111,458401,0,5,0,4,5,0,3,2,5
45840113,458401,0,3,0,4,5,0,2,3,5
45840114,458401,0,5,0,3,2,0,1,2,2
45840118,458401,0,2,0,2,5,0,2,3,5
45860310,458603,0,1,0,6,5,0,4,1,5
45860311,458603,2,1,0,2,5,0,2,3,5
45860312,458603,3,3,0,4,5,0,3,2,5
45860313,458603,1,5,0,5,4,0,3,2,4
45860314,458603,2,5,0,1,4,0,1,4,4
45860319,458603,3,5,0,1,3,0,1,3,3
45860321,458603,6,0,0,0,4,0,0,5,4
45860322,458603,3,4,0,3,4,0,2,3,4
45860323,458603,3,5,0,3,4,0,2,3,4
45860324,458603,3,1,0,2,2,0,1,2,2
45860325,458603,4,2,0,2,3,0,2,2,3
47350110,473501,6,1,0,3,5,0,2,3,5
47350112,473501,1,3,0,5,5,0,3,2,5
47350114,473501,2,0,0,5,4,0,4,1,4
47350115,473501,3,5,0,4,5,0,3,2,5
47350118,473501,1,5,0,3,4,0,3,2,4
47350119,473501,1,3,0,4,3,0,1,3,3
47350120,473501,1,4,0,3,5,0,3,2,5
47350122,473501,0,4,0,4,3,0,2,2,3
47350123,473501,5,5,0,4,5,0,4,1,5
47350124,473501,4,5,0,4,3,0,3,1,3
47350125,473501,1,5,0,3,5,0,3,2,5
47350128,473501,0,5,0,4,5,0,2,3,5
47580310,475803,0,5,0,3,5,0,3,2,5
47580311,475803,8,5,0,1,3,0,0,4,3
47580313,475803,9,5,0,1,3,0,1,3,3
47580314,475803,0,5,0,4,4,0,2,3,4
47580316,475803,2,4,0,6,5,0,4,1,5
47580317,475803,2,3,0,3,5,0,1,4,5
47580319,475803,2,4,0,7,4,0,4,1,4
47580320,475803,9,3,0,0,5,0,0,5,5
47580321,475803,0,5,0,2,3,0,1,3,3
47580322,475803,1,4,0,1,5,0,1,4,5
47580323,475803,3,5,0,2,5,0,2,3,5
47580324,475803,0,1,0,4,5,0,4,1,5
47580325,475803,15,4,0,1,1,0,1,1,1
47580610,475806,3,5,0,1,4,0,1,4,4
47580611,475806,0,1,0,7,5,0,4,1,5
47580613,475806,2,5,0,1,3,0,1,3,3
47580614,475806,2,4,0,1,3,0,0,4,3
47580615,475806,2,5,0,5,5,0,4,1,5
47580616,475806,0,2,0,3,3,0,2,2,3
47580619,475806,8,5,0,1,5,0,1,4,5
47580620,475806,0,5,0,2,2,0,1,2,2
47580621,475806,0,5,0,6,5,0,5,0,5
47580622,475806,8,4,0,1,3,0,1,3,3
47580624,475806,1,5,0,1,3,0,1,3,3
47580625,475806,0,0,1,2,5,0,1,4,5
47580626,475806,4,2,0,3,5,0,2,3,5
47580627,475806,0,2,0,6,4,0,4,1,4
47650110,476501,0,0,1,5,5,0,5,0,5
47650111,476501,3,5,0,1,4,0,1,4,4
47650113,476501,1,3,0,5,5,0,4,1,5
47650114,476501,4,3,0,6,5,0,5,0,5
47650115,476501,3,5,0,2,4,0,2,3,4
47650118,476501,2,4,0,1,3,0,1,3,3
47650119,476501,4,3,0,3,3,0,2,2,3
47650120,476501,0,2,0,4,5,0,4,1,5
47650121,476501,3,4,0,1,2,0,1,2,2
47650122,476501,5,5,0,0,1,0,0,2,1
47650123,476501,0,0,1,5,5,0,5,0,5
47650124,476501,1,4,0,3,4,0,3,2,4
47650125,476501,4,4,0,3,4,0,2,3,4
47650126,476501,3,0,0,2,5,0,2,3,5
47650310,476503,0,5,0,3,4,0,1,4,4
47650313,476503,5,5,0,3,5,0,2,3,5
47650314,476503,9,3,0,2,5,0,2,3,5
47650316,476503,2,5,0,6,5,0,5,0,5
47650317,476503,1,2,0,10,4,0,4,1,4
47650318,476503,9,5,0,1,4,0,1,4,4
47650319,476503,1,5,0,3,5,0,3,2,5
47650320,476503,4,5,0,4,5,0,4,1,5
47650321,476503,0,5,0,2,5,0,2,3,5
47650322,476503,0,5,0,2,5,0,2,3,5
47650323,476503,0,3,0,4,5,0,3,2,5
47650324,476503,8,5,0,3,5,0,1,4,5
47650325,476503,0,5,0,7,5,0,4,1,5
47650326,476503,2,3,0,0,0,1,0,1,0
47650328,476503,11,5,0,0,2,0,0,3,2
47750115,477501,5,3,0,0,4,0,0,5,4
47750116,477501,1,2,0,3,5,0,3,2,5
47750118,477501,0,5,0,4,5,0,1,4,5
47750122,477501,5,5,0,4,4,0,3,2,4
47750123,477501,0,2,0,2,4,0,2,3,4
47750124,477501,0,3,0,3,1,0,1,1,1
47750125,477501,0,2,0,4,4,0,2,3,4
47750126,477501,0,0,1,5,4,0,3,2,4
47750128,477501,3,0,0,2,1,0,1,1,1
47750410,477504,0,2,0,3,5,0,2,3,5
47750411,477504,1,0,0,5,5,0,4,1,5
47750413,477504,1,2,0,7,5,0,5,0,5
47750416,477504,5,1,0,4,4,0,3,2,4
47750417,477504,2,5,0,3,5,0,2,3,5
47750418,477504,1,3,0,3,5,0,3,2,5
47750419,477504,6,2,0,2,2,0,2,1,2
47750420,477504,1,5,0,5,5,0,4,1,5
47750421,477504,5,3,0,3,4,0,3,2,4
47750422,477504,3,1,0,5,5,0,4,1,5
47750423,477504,0,4,0,5,5,0,4,1,5
47750425,477504,5,4,0,2,3,0,2,2,3
48790111,487901,3,4,0,2,3,0,1,3,3
48790113,487901,0,5,0,1,5,0,0,5,5
48790114,487901,3,5,0,2,5,0,2,3,5
48790115,487901,2,2,0,3,5,0,2,3,5
48790119,487901,1,4,0,2,5,0,1,4,5
48790121,487901,1,5,0,1,5,0,1,4,5
48790123,487901,2,1,0,3,3,0,2,2,3
49670111,496701,0,3,0,4,4,0,3,2,4
49670112,496701,3,5,0,2,3,0,2,2,3
49670113,496701,0,3,0,3,3,0,3,1,3
49670114,496701,1,5,0,5,2,0,2,1,2
49670115,496701,0,4,0,3,4,0,2,3,4
49670116,496701,0,2,0,4,4,0,3,2,4
49670117,496701,3,3,0,4,3,0,3,1,3
49670118,496701,1,0,0,4,3,0,3,1,3
49670120,496701,0,5,0,2,2,0,2,1,2
49670121,496701,9,2,0,1,4,0,1,4,4
49670122,496701,1,1,0,4,3,0,3,1,3
49670123,496701,2,0,0,2,5,0,2,3,5
49670124,496701,1,5,0,5,5,0,3,2,5
49840110,498401,4,0,0,3,4,0,3,2,4
49840111,498401,11,5,0,0,5,0,0,5,5
49840114,498401,1,5,0,2,5,0,1,4,5
49840116,498401,1,5,0,2,5,0,2,3,5
49840118,498401,3,5,0,5,5,0,5,0,5
49840119,498401,4,3,0,4,3,0,2,2,3
49840120,498401,2,4,0,5,3,0,3,1,3
49840121,498401,0,3,0,6,5,0,5,0,5
49840122,498401,7,5,0,4,5,0,3,2,5
49840410,498404,1,4,0,3,3,0,3,1,3
49840412,498404,3,3,0,2,2,0,2,1,2
49840413,498404,3,5,0,3,4,0,3,2,4
49840417,498404,3,0,0,4,5,0,3,2,5
49840418,498404,3,2,0,3,5,0,3,2,5
49840420,498404,3,0,0,4,5,0,3,2,5
49840422,498404,1,2,0,5,5,0,5,0,5
49840424,498404,0,4,0,3,3,0,3,1,3
49840426,498404,1,1,0,3,1,0,1,1,1
49940111,499401,2,4,0,3,4,0,3,2,4
49940112,499401,0,3,0,3,2,0,0,3,2
49940113,499401,4,3,0,5,3,0,3,1,3
49940114,499401,1,4,0,3,5,0,3,2,5
49940115,499401,1,4,0,1,5,0,0,5,5
49940117,499401,8,0,0,3,3,0,3,1,3
49940118,499401,0,0,1,5,4,0,3,2,4
49940119,499401,3,1,0,3,3,0,3,1,3
49940120,499401,3,0,0,2,3,0,1,3,3
49940121,499401,1,1,0,0,3,0,0,4,3
49940122,499401,0,1,0,4,0,0,0,1,0
49940210,499402,0,1,0,1,2,0,1,2,2
49940212,499402,2,3,0,4,5,0,4,1,5
49940213,499402,2,4,0,3,3,0,3,1,3
49940214,499402,3,2,0,1,3,0,1,3,3
49940216,499402,6,1,0,1,1,0,1,1,1
49940217,499402,2,2,0,2,2,0,2,1,2
49940218,499402,3,5,0,1,3,0,1,3,3
50280110,502801,1,3,0,3,5,0,3,2,5
50280111,502801,1,3,0,3,5,0,2,3,5
50280114,502801,0,5,0,3,3,0,1,3,3
50280115,502801,3,1,0,3,3,0,1,3,3
50280117,502801,7,2,0,0,3,0,0,4,3
50440110,504401,7,5,0,1,4,0,1,4,4
50440111,504401,0,3,0,4,2,0,2,1,2
50440113,504401,3,2,0,2,2,0,2,1,2
50440114,504401,1,4,0,1,4,0,1,4,4
50440115,504401,1,3,0,2,3,0,1,3,3
50440116,504401,2,4,0,4,5,0,4,1,5
50440118,504401,3,1,0,1,1,0,1,1,1
50440120,504401,2,5,0,3,3,0,2,2,3
50440121,504401,4,0,0,3,3,0,3,1,3
50440122,504401,1,0,0,6,5,0,3,2,5
50440123,504401,4,3,0,2,5,0,0,5,5
50440124,504401,0,1,0,4,4,0,3,2,4
50440125,504401,5,5,0,2,2,0,1,2,2
50440126,504401,2,5,0,5,5,0,3,2,5
50440127,504401,5,3,0,1,2,0,1,2,2
50440128,504401,6,5,0,1,4,0,0,5,4
50440310,504403,7,5,0,2,3,0,2,2,3
50440311,504403,1,1,0,3,4,0,3,2,4
50440312,504403,1,5,0,2,5,0,1,4,5
50440315,504403,0,2,0,5,4,0,4,1,4
50440317,504403,0,5,0,1,5,0,1,4,5
50440320,504403,0,5,0,3,5,0,2,3,5
50440321,504403,4,2,0,0,3,0,0,4,3
50440322,504403,1,4,0,5,3,0,3,1,3
50440326,504403,6,4,0,2,3,0,1,3,3
50440327,504403,1,1,0,4,5,0,3,2,5
50570114,505701,2,1,0,2,2,0,1,2,2
50570115,505701,1,4,0,0,5,0,0,5,5
50570116,505701,0,4,0,1,5,0,1,4,5
50570120,505701,0,5,0,1,5,0,1,4,5
50570122,505701,0,5,0,3,4,0,1,4,4
50570124,505701,3,5,0,1,3,0,1,3,3
50570126,505701,0,3,0,2,5,0,0,5,5
50570127,505701,4,4,0,0,1,0,0,2,1
50570128,505701,0,5,0,4,5,0,2,3,5
50570130,505701,1,3,0,2,3,0,1,3,3
50570131,505701,0,1,0,2,1,0,1,1,1
51300210,513002,1,2,0,6,5,0,4,1,5
51300211,513002,0,5,0,4,5,0,3,2,5
51300214,513002,4,3,0,5,5,0,4,1,5
51300215,513002,0,3,0,2,2,0,0,3,2
51300216,513002,1,4,0,0,4,0,0,5,4
51300217,513002,2,3,0,1,5,0,0,5,5
51300218,513002,0,2,0,3,4,0,2,3,4
51300219,513002,9,4,0,3,5,0,3,2,5
51300220,513002,1,5,0,1,5,0,0,5,5
51300224,513002,0,4,0,4,5,0,2,3,5
51300225,513002,0,5,0,1,3,0,1,3,3
51300226,513002,4,0,0,1,5,0,1,4,5
51300227,513002,0,4,0,4,4,0,2,3,4
51300228,513002,3,1,0,5,4,0,3,2,4
51300229,513002,6,0,0,3,5,0,3,2,5
51300310,513003,1,3,0,5,4,0,3,2,4
51300312,513003,3,5,0,5,5,0,4,1,5
51300314,513003,0,5,0,2,5,0,2,3,5
51300315,513003,4,3,0,8,5,0,5,0,5
51300316,513003,0,5,0,8,5,0,4,1,5
51300317,513003,1,5,0,4,5,0,3,2,5
51300318,513003,0,4,0,5,5,0,4,1,5
51300319,513003,3,3,0,3,4,0,2,3,4
51300320,513003,0,3,0,2,4,0,1,4,4
51300321,513003,9,3,0,1,5,0,1,4,5
51300322,513003,0,4,0,5,4,0,3,2,4
51300323,513003,1,4,0,4,4,0,3,2,4
51300324,513003,0,2,0,3,4,0,2,3,4
51300325,513003,0,2,0,9,4,0,4,1,4
51300326,513003,3,5,0,2,3,0,2,2,3
51300327,513003,2,5,0,2,5,0,2,3,5
51300328,513003,10,5,0,3,3,0,2,2,3
51300329,513003,14,5,0,3,3,0,3,1,3
51670110,516701,1,4,0,4,5,0,3,2,5
51670111,516701,2,2,0,4,5,0,2,3,5
51670112,516701,1,3,0,3,5,0,2,3,5
51670114,516701,0,5,0,4,5,0,3,2,5
51670116,516701,0,5,0,2,5,0,1,4,5
51670117,516701,0,4,0,4,2,0,2,1,2
51670121,516701,2,1,0,3,4,0,3,2,4
51670123,516701,3,3,0,2,3,0,1,3,3
51670124,516701,3,0,0,2,5,0,1,4,5
51670125,516701,1,5,0,4,4,0,3,2,4
51670210,516702,4,5,0,1,5,0,1,4,5
51670212,516702,0,3,0,4,2,0,2,1,2
51670215,516702,1,4,0,3,3,0,2,2,3
51670216,516702,1,4,0,4,5,0,4,1,5
51670217,516702,3,1,0,1,2,0,1,2,2
51670219,516702,1,5,0,3,3,0,2,2,3
51670221,516702,1,4,0,2,4,0,2,3,4
51670225,516702,0,4,0,1,3,0,1,3,3
52030210,520302,0,5,0,2,5,0,1,4,5
52030211,520302,0,5,0,1,5,0,1,4,5
52030212,520302,5,3,0,2,4,0,2,3,4
52030213,520302,4,5,0,2,2,0,2,1,2
52030214,520302,4,5,0,2,3,0,2,2,3
52030215,520302,1,1,0,3,4,0,3,2,4
52030217,520302,0,4,0,7,5,0,4,1,5
52030218,520302,3,4,0,0,3,0,0,4,3
52030219,520302,0,5,0,3,5,0,2,3,5
52030223,520302,2,3,0,1,2,0,1,2,2
52030225,520302,0,4,0,3,5,0,0,5,5
52030410,520304,3,4,0,3,4,0,2,3,4
52030413,520304,11,5,0,3,5,0,3,2,5
52030414,520304,1,1,0,5,3,0,2,2,3
52030416,520304,8,4,0,3,5,0,3,2,5
52030417,520304,4,5,0,4,3,0,2,2,3
52030418,520304,0,3,0,2,5,0,2,3,5
52030419,520304,8,4,0,0,2,0,0,3,2
52030420,520304,2,5,0,5,5,0,3,2,5
52030421,520304,0,2,0,4,4,0,2,3,4
52180110,521801,0,5,0,1,4,0,1,4,4
52180112,521801,0,1,0,0,1,0,0,2,1
52180113,521801,5,4,0,0,0,1,0,1,0
52180114,521801,3,4,0,2,2,0,2,1,2
52180118,521801,0,1,0,0,0,1,0,1,0
52180123,521801,1,4,0,2,0,0,0,1,0
52180124,521801,0,2,0,1,4,0,1,4,4
52180125,521801,0,4,0,3,2,0,1,2,2
52180126,521801,0,0,1,1,5,0,1,4,5
52180127,521801,2,1,0,0,2,0,0,3,2
52180129,521801,2,4,0,2,4,0,1,4,4
52180130,521801,9,3,0,2,3,0,1,3,3
52180210,521802,0,4,0,1,5,0,0,5,5
52180215,521802,0,5,0,4,3,0,1,3,3
52180216,521802,3,3,0,1,3,0,1,3,3
52180218,521802,1,4,0,7,5,0,3,2,5
52180219,521802,7,1,0,2,2,0,1,2,2
52180220,521802,0,0,1,7,4,0,2,3,4
52180223,521802,2,2,0,2,4,0,2,3,4
52180224,521802,0,2,0,2,5,0,2,3,5
52180225,521802,0,4,0,0,5,0,0,5,5
52180227,521802,5,3,0,5,5,0,3,2,5
52180228,521802,0,5,0,4,5,0,3,2,5
52180230,521802,0,3,0,3,3,0,2,2,3
52280212,522802,5,0,0,0,4,0,0,5,4
52280213,522802,0,4,0,5,5,0,3,2,5
52280214,522802,1,3,0,0,5,0,0,5,5
52280217,522802,2,1,0,0,5,0,0,5,5
52280218,522802,0,3,0,4,5,0,1,4,5
52280220,522802,0,4,0,0,0,1,0,1,0
52280222,522802,0,2,0,1,5,0,1,4,5
52280223,522802,1,3,0,3,5,0,2,3,5
52280410,522804,7,5,0,2,3,0,2,2,3
52280411,522804,4,5,0,4,5,0,2,3,5
52280412,522804,1,3,0,3,5,0,3,2,5
52280413,522804,2,2,0,2,3,0,2,2,3
52280414,522804,0,5,0,4,5,0,3,2,5
52280415,522804,0,5,0,4,5,0,3,2,5
52280416,522804,0,5,0,5,4,0,3,2,4
52280417,522804,0,4,0,6,3,0,2,2,3
52280420,522804,11,0,0,2,5,0,1,4,5
52280421,522804,1,0,0,6,5,0,4,1,5
52280423,522804,8,1,0,0,5,0,0,5,5
52280424,522804,1,3,0,3,5,0,3,2,5
53920310,539203,3,4,0,6,5,0,4,1,5
53920311,539203,0,5,0,3,2,0,1,2,2
53920312,539203,0,5,0,2,1,0,1,1,1
53920315,539203,2,2,0,1,5,0,0,5,5
53920316,539203,1,3,0,2,3,0,2,2,3
53920317,539203,0,5,0,3,4,0,2,3,4
53920318,539203,0,4,0,6,4,0,4,1,4
53920319,539203,1,5,0,2,2,0,1,2,2
53920320,539203,2,4,0,3,3,0,2,2,3
53920322,539203,6,5,0,5,4,0,4,1,4
53920323,539203,14,5,0,0,4,0,0,5,4
53920324,539203,2,5,0,3,5,0,2,3,5
53920610,539206,0,1,0,3,2,0,2,1,2
53920611,539206,7,1,0,3,3,0,3,1,3
53920612,539206,1,3,0,1,3,0,1,3,3
53920613,539206,1,4,0,2,4,0,2,3,4
53920614,539206,11,5,0,1,3,0,1,3,3
53920615,539206,2,4,0,3,3,0,2,2,3
53920617,539206,3,4,0,5,5,0,3,2,5
53920618,539206,3,5,0,3,3,0,2,2,3
53920620,539206,1,4,0,1,3,0,0,4,3
53920621,539206,1,3,0,5,4,0,4,1,4
53920622,539206,1,4,0,4,5,0,3,2,5
53930210,539302,1,5,0,5,5,0,2,3,5
53930211,539302,4,2,0,2,2,0,2,1,2
53930212,539302,3,1,0,3,5,0,3,2,5
53930213,539302,4,5,0,1,2,0,0,3,2
53930214,539302,0,0,1,6,3,0,3,1,3
53930215,539302,0,3,0,3,3,0,2,2,3
53930218,539302,4,5,0,0,3,0,0,4,3
53930220,539302,5,1,0,0,0,1,0,1,0
53930222,539302,4,5,0,2,5,0,1,4,5
54500111,545001,2,4,0,1,3,0,1,3,3
54500112,545001,0,0,1,8,5,0,2,3,5
54500113,545001,0,0,1,1,2,0,0,3,2
54500114,545001,0,3,0,5,5,0,2,3,5
54500116,545001,0,4,0,0,5,0,0,5,5
54500117,545001,2,4,0,3,5,0,1,4,5
54500118,545001,2,5,0,3,4,0,1,4,4
54500120,545001,0,3,0,3,2,0,2,1,2
54500121,545001,5,4,0,3,5,0,3,2,5
54500122,545001,7,5,0,1,4,0,1,4,4
54500123,545001,2,2,0,3,2,0,1,2,2
54500124,545001,6,5,0,1,3,0,1,3,3
54500125,545001,1,2,0,2,2,0,2,1,2
54500126,545001,1,1,0,3,3,0,1,3,3
54500310,545003,0,0,1,6,5,0,2,3,5
54500311,545003,6,5,0,2,5,0,1,4,5
54500313,545003,0,5,0,4,5,0,2,3,5
54500314,545003,6,3,0,0,0,1,0,1,0
54500316,545003,1,3,0,3,4,0,3,2,4
54500317,545003,0,1,0,3,0,0,0,1,0
54500318,545003,2,0,0,1,5,0,1,4,5
54500320,545003,4,5,0,1,5,0,1,4,5
54500321,545003,1,3,0,1,4,0,1,4,4
54500324,545003,0,4,0,4,5,0,3,2,5
54500325,545003,0,2,0,4,5,0,4,1,5
54500326,545003,0,4,0,3,3,0,3,1,3
54800110,548001,1,3,0,3,5,0,2,3,5
54800111,548001,0,5,0,3,5,0,2,3,5
54800113,548001,0,0,1,3,5,0,1,4,5
54800114,548001,0,5,0,1,4,0,1,4,4
54800115,548001,2,5,0,3,4,0,3,2,4
54800116,548001,0,0,1,4,5,0,2,3,5
54800117,548001,1,1,0,5,5,0,4,1,5
54800119,548001,1,4,0,3,5,0,3,2,5
54800121,548001,2,5,0,4,5,0,3,2,5
56540313,565403,2,5,0,0,5,0,0,5,5
56540314,565403,3,4,0,3,4,0,3,2,4
56540315,565403,2,5,0,1,5,0,1,4,5
56540316,565403,1,5,0,4,3,0,3,1,3
56540317,565403,2,0,0,6,4,0,2,3,4
56540318,565403,12,5,0,0,5,0,0,5,5
56540320,565403,1,5,0,1,5,0,1,4,5
56540321,565403,0,0,1,7,5,0,4,1,5
56540323,565403,5,2,0,4,5,0,4,1,5
56540324,565403,4,3,0,6,4,0,3,2,4
56540325,565403,0,0,1,3,5,0,3,2,5
56540326,565403,1,0,0,4,5,0,3,2,5
56540327,565403,3,0,0,5,5,0,3,2,5
56540328,565403,5,1,0,3,5,0,3,2,5
56540329,565403,8,3,0,4,5,0,4,1,5
56540330,565403,0,3,0,6,5,0,3,2,5
56540332,565403,2,5,0,5,5,0,4,1,5
58130111,581301,3,5,0,1,2,0,1,2,2
58130113,581301,1,5,0,0,0,1,0,1,0
58130114,581301,4,5,0,2,2,0,0,3,2
58130119,581301,1,5,0,2,4,0,2,3,4
58130124,581301,1,5,0,0,1,0,0,2,1
59530110,595301,2,2,0,3,5,0,3,2,5
59530112,595301,7,4,0,1,1,0,1,1,1
59530114,595301,2,5,0,3,5,0,2,3,5
59530115,595301,3,3,0,2,3,0,2,2,3
59530210,595302,2,4,0,3,4,0,2,3,4
59530214,595302,2,1,0,3,4,0,2,3,4
59530217,595302,2,3,0,6,5,0,4,1,5
