youthidCUF,pos_outdegree,neg_outdegree,pos_indegree,neg_indegree,reciprocal,non_reciprocal,pos_isolate,neg_isolate
49940204,1,5,3,3,1,1,0,0
49940206,4,1,4,2,3,2,0,0
49940207,4,3,4,1,3,2,0,0
49940208,2,1,3,2,2,1,0,0
49940209,2,3,3,2,2,1,0,0
49940210,2,1,1,0,1,2,0,0
49940212,5,3,4,2,4,1,0,0
49940213,3,4,3,2,3,1,0,0
49940214,3,2,1,3,1,3,0,0
49940216,1,1,1,6,1,1,0,0
49940217,2,2,2,2,2,1,0,0
49940218,3,5,1,3,1,3,0,0
50280101,1,3,0,2,0,2,0,0
50280103,5,1,2,0,2,3,0,0
50280105,4,3,0,2,0,5,0,0
50280106,5,1,2,0,1,4,0,0
50280109,3,5,1,0,0,4,0,0
50280110,5,3,3,1,3,2,0,0
50280111,5,3,3,1,2,3,0,0
50280114,3,5,3,0,1,3,0,0
50280115,3,1,3,3,1,3,0,0
50280117,3,2,0,7,0,4,0,0
50440101,4,3,2,2,1,4,0,0
50440102,5,3,9,1,5,0,0,0
50440105,4,3,6,1,2,3,0,0
50440107,4,4,7,0,3,2,0,0
50440109,4,3,1,5,1,4,0,0
50440110,4,5,1,7,1,4,0,0
50440111,2,3,4,0,2,1,0,0
50440113,2,2,2,3,2,1,0,0
50440114,4,4,1,1,1,4,0,0
50440115,3,3,2,1,1,3,0,0
50440116,5,4,4,2,4,1,0,0
50440118,1,1,1,3,1,1,0,0
50440120,3,5,3,2,2,2,0,0
50440121,3,0,3,4,3,1,0,0
50440122,5,0,6,1,3,2,0,0
50440123,5,3,2,4,0,5,0,0
50440124,4,1,4,0,3,2,0,0
50440125,2,5,2,5,1,2,0,0
50440126,5,5,5,2,3,2,0,0
50440127,2,3,1,5,1,2,0,0
50440128,4,5,1,6,0,5,0,0
50440301,3,1,5,1,3,1,0,0
50440302,3,5,5,1,3,1,0,0
50440303,4,3,3,1,2,3,0,0
50440304,5,4,3,3,3,2,0,0
50440305,5,5,3,0,3,2,0,0
50440306,4,0,3,1,2,3,0,0
50440308,5,2,3,0,2,3,0,0
50440309,3,4,0,10,0,4,0,0
50440310,3,5,2,7,2,2,0,0
50440311,4,1,3,1,3,2,0,0
50440312,5,5,2,1,1,4,0,0
50440315,4,2,5,0,4,1,0,0
50440317,5,5,1,0,1,4,0,0
50440320,5,5,3,0,2,3,0,0
50440321,3,2,0,4,0,4,0,0
50440322,3,4,5,1,3,1,0,0
50440326,3,4,2,6,1,3,0,0
50440327,5,1,4,1,3,2,0,0
50570107,4,3,1,1,1,4,0,0
50570114,2,1,2,2,1,2,0,0
50570115,5,4,0,1,0,5,0,0
50570116,5,4,1,0,1,4,0,0
50570120,5,5,1,0,1,4,0,0
50570122,4,5,3,0,1,4,0,0
50570124,3,5,1,3,1,3,0,0
50570126,5,3,2,0,0,5,0,0
50570127,1,4,0,4,0,2,0,0
50570128,5,5,4,0,2,3,0,0
50570130,3,3,2,1,1,3,0,0
50570131,1,1,2,0,1,1,0,0
51300201,3,4,1,9,0,4,0,0
51300204,5,4,2,2,1,4,0,0
51300206,5,4,2,3,2,3,0,0
51300207,3,2,5,0,2,2,0,0
51300208,5,2,4,1,1,4,0,0
51300210,5,2,6,1,4,1,0,0
51300211,5,5,4,0,3,2,0,0
51300214,5,3,5,4,4,1,0,0
51300215,2,3,2,0,0,3,0,0
51300216,4,4,0,1,0,5,0,0
51300217,5,3,1,2,0,5,0,0
51300218,4,2,3,0,2,3,0,0
51300219,5,4,3,9,3,2,0,0
51300220,5,5,1,1,0,5,0,0
51300224,5,4,4,0,2,3,0,0
51300225,3,5,1,0,1,3,0,0
51300226,5,0,1,4,1,4,0,0
51300227,4,4,4,0,2,3,0,0
51300228,4,1,5,3,3,2,0,0
51300229,5,0,3,6,3,2,0,0
51300301,5,5,3,0,2,3,0,0
51300302,5,5,6,8,4,1,0,0
51300303,4,5,1,6,1,4,0,0
51300304,4,1,6,1,4,1,0,0
51300305,5,2,5,1,2,3,0,0
51300306,5,5,3,4,3,2,0,0
51300308,3,5,2,2,2,2,0,0
51300309,3,3,2,3,2,2,0,0
51300310,4,3,5,1,3,2,0,0
51300312,5,5,5,3,4,1,0,0
51300314,5,5,2,0,2,3,0,0
51300315,5,3,8,4,5,0,0,0
51300316,5,5,8,0,4,1,0,0
51300317,5,5,4,1,3,2,0,0
51300318,5,4,5,0,4,1,0,0
51300319,4,3,3,3,2,3,0,0
51300320,4,3,2,0,1,4,0,0
51300321,5,3,1,9,1,4,0,0
51300322,4,4,5,0,3,2,0,0
51300323,4,4,4,1,3,2,0,0
51300324,4,2,3,0,2,3,0,0
51300325,4,2,9,0,4,1,0,0
51300326,3,5,2,3,2,2,0,0
51300327,5,5,2,2,2,3,0,0
51300328,3,5,3,10,2,2,0,0
51300329,3,5,3,14,3,1,0,0
51670102,0,0,7,1,0,1,0,0
51670103,4,0,3,1,3,2,0,0
51670104,3,5,0,8,0,4,0,0
51670105,5,1,1,4,1,4,0,0
51670106,5,5,1,2,1,4,0,0
51670109,4,4,2,4,2,3,0,0
51670110,5,4,4,1,3,2,0,0
51670111,5,2,4,2,2,3,0,0
51670112,5,3,3,1,2,3,0,0
51670114,5,5,4,0,3,2,0,0
51670116,5,5,2,0,1,4,0,0
51670117,2,4,4,0,2,1,0,0
51670121,4,1,3,2,3,2,0,0
51670123,3,3,2,3,1,3,0,0
51670124,5,0,2,3,1,4,0,0
51670125,4,5,4,1,3,2,0,0
51670203,1,1,1,3,1,1,0,0
51670204,2,4,2,3,2,1,0,0
51670205,4,3,2,0,2,3,0,0
51670210,5,5,1,4,1,4,0,0
51670212,2,3,4,0,2,1,0,0
51670215,3,4,3,1,2,2,0,0
51670216,5,4,4,1,4,1,0,0
51670217,2,1,1,3,1,2,0,0
51670219,3,5,3,1,2,2,0,0
51670221,4,4,2,1,2,3,0,0
51670225,3,4,1,0,1,3,0,0
52030201,5,4,4,1,4,1,0,0
52030202,1,5,1,13,1,1,0,0
52030206,5,2,7,1,4,1,0,0
52030207,5,3,8,0,4,1,0,0
52030208,2,2,0,9,0,3,0,0
52030209,4,5,1,5,1,4,0,0
52030210,5,5,2,0,1,4,0,0
52030211,5,5,1,0,1,4,0,0
52030212,4,3,2,5,2,3,0,0
52030213,2,5,2,4,2,1,0,0
52030214,3,5,2,4,2,2,0,0
52030215,4,1,3,1,3,2,0,0
52030217,5,4,7,0,4,1,0,0
52030218,3,4,0,3,0,4,0,0
52030219,5,5,3,0,2,3,0,0
52030223,2,3,1,2,1,2,0,0
52030225,5,4,3,0,0,5,0,0
52030402,4,1,5,1,4,1,0,0
52030403,5,5,3,2,3,2,0,0
52030406,4,5,4,2,4,1,0,0
52030407,4,3,1,6,1,4,0,0
52030408,4,4,2,0,1,4,0,0
52030409,2,3,1,0,1,2,0,0
52030410,4,4,3,3,2,3,0,0
52030413,5,5,3,11,3,2,0,0
52030414,3,1,5,1,2,2,0,0
52030416,5,4,3,8,3,2,0,0
52030417,3,5,4,4,2,2,0,0
52030418,5,3,2,0,2,3,0,0
52030419,2,4,0,8,0,3,0,0
52030420,5,5,5,2,3,2,0,0
52030421,4,2,4,0,2,3,0,0
52030422,4,0,3,0,3,2,0,1
52180104,1,1,1,0,1,1,0,0
52180105,0,2,1,0,0,1,0,0
52180106,1,4,2,0,1,1,0,0
52180108,3,5,3,1,2,2,0,0
52180110,4,5,1,0,1,4,0,0
52180112,1,1,0,0,0,2,0,0
52180113,0,4,0,5,0,1,1,0
52180114,2,4,2,3,2,1,0,0
52180118,0,1,0,0,0,1,1,0
52180123,0,4,2,1,0,1,0,0
52180124,4,2,1,0,1,4,0,0
52180125,2,4,3,0,1,2,0,0
52180126,5,0,1,0,1,4,0,1
52180127,2,1,0,2,0,3,0,0
52180129,4,4,2,2,1,4,0,0
52180130,3,3,2,9,1,3,0,0
52180201,5,2,0,5,0,5,0,0
52180203,5,5,6,2,2,3,0,0
52180205,5,5,2,0,1,4,0,0
52180207,5,4,2,0,1,4,0,0
52180209,2,5,0,12,0,3,0,0
52180210,5,4,1,0,0,5,0,0
52180215,3,5,4,0,1,3,0,0
52180216,3,3,1,3,1,3,0,0
52180218,5,4,7,1,3,2,0,0
52180219,2,1,2,7,1,2,0,0
52180220,4,0,7,0,2,3,0,1
52180223,4,2,2,2,2,3,0,0
52180224,5,2,2,0,2,3,0,0
52180225,5,4,0,0,0,5,0,0
52180227,5,3,5,5,3,2,0,0
52180228,5,5,4,0,3,2,0,0
52180230,3,3,3,0,2,2,0,0
52280202,5,4,5,0,2,3,0,0
52280205,2,4,1,1,0,3,0,0
52280206,5,5,3,5,1,4,0,0
52280209,3,3,0,0,0,4,0,0
52280213,5,4,5,0,3,2,0,0
52280214,5,3,0,1,0,5,0,0
52280217,5,1,0,2,0,5,0,0
52280218,5,3,4,0,1,4,0,0
52280220,0,4,0,0,0,1,1,0
52280222,5,2,1,0,1,4,0,0
52280223,5,3,3,1,2,3,0,0
52280402,5,4,2,6,2,3,0,0
52280404,5,4,3,0,2,3,0,0
52280405,4,4,1,0,1,4,0,0
52280406,5,3,5,1,4,1,0,0
52280407,4,2,6,2,3,2,0,0
52280408,2,0,1,8,1,2,0,0
52280409,5,4,7,0,3,2,0,0
52280410,3,5,2,7,2,2,0,0
52280411,5,5,4,4,2,3,0,0
52280412,5,3,3,1,3,2,0,0
52280413,3,2,2,2,2,2,0,0
52280414,5,5,4,0,3,2,0,0
52280415,5,5,4,0,3,2,0,0
52280416,4,5,5,0,3,2,0,0
52280417,3,4,6,0,2,2,0,0
52280420,5,0,2,11,1,4,0,0
52280421,5,0,6,1,4,1,0,0
52280423,5,1,0,8,0,5,0,0
52280424,5,3,3,1,3,2,0,0
53920301,4,1,6,2,4,1,0,0
53920304,2,2,2,5,0,3,0,0
53920305,5,4,3,3,3,2,0,0
53920306,4,5,2,1,1,4,0,0
53920307,2,4,2,7,2,1,0,0
53920308,5,2,1,0,1,4,0,0
53920309,4,4,6,0,4,1,0,0
53920310,5,4,6,3,4,1,0,0
53920311,2,5,3,0,1,2,0,0
53920312,1,5,2,0,1,1,0,0
53920315,5,2,1,2,0,5,0,0
53920316,3,3,2,1,2,2,0,0
53920317,4,5,3,0,2,3,0,0
53920318,4,4,6,0,4,1,0,0
53920319,2,5,2,1,1,2,0,0
53920320,3,4,3,2,2,2,0,0
53920322,4,5,5,6,4,1,0,0
53920323,4,5,0,14,0,5,0,0
53920324,5,5,3,2,2,3,0,0
53920602,5,2,2,0,2,3,0,0
53920603,3,5,2,1,1,3,0,0
53920604,3,4,3,1,3,1,0,0
53920605,2,3,4,1,2,1,0,0
53920606,3,0,3,1,3,1,0,0
53920610,2,1,3,0,2,1,0,0
53920611,3,1,3,7,3,1,0,0
53920612,3,3,1,1,1,3,0,0
53920613,4,4,2,1,2,3,0,0
53920614,3,5,1,11,1,3,0,0
53920615,3,4,3,2,2,2,0,0
53920617,5,4,5,3,3,2,0,0
53920618,3,5,3,3,2,2,0,0
53920620,3,4,1,1,0,4,0,0
53920621,4,3,5,1,4,1,0,0
53920622,5,4,4,1,3,2,0,0
53930201,5,5,4,0,3,2,0,0
53930202,5,5,0,2,0,5,0,0
53930210,5,5,5,1,2,3,0,0
53930211,2,2,2,4,2,1,0,0
53930212,5,1,3,3,3,2,0,0
53930213,2,5,1,4,0,3,0,0
53930214,3,0,6,0,3,1,0,1
53930215,3,3,3,0,2,2,0,0
53930218,3,5,0,4,0,4,0,0
53930220,0,1,0,5,0,1,1,0
53930222,5,5,2,4,1,4,0,0
54500102,3,4,1,2,1,3,0,0
54500107,5,3,3,0,3,2,0,0
54500108,4,2,0,4,0,5,0,0
54500109,4,4,3,1,2,3,0,0
54500111,3,4,1,2,1,3,0,0
54500112,5,0,8,0,2,3,0,1
54500113,2,0,1,0,0,3,0,1
54500114,5,3,5,0,2,3,0,0
54500116,5,4,0,0,0,5,0,0
54500117,5,4,3,2,1,4,0,0
54500118,4,5,3,2,1,4,0,0
54500120,2,3,3,0,2,1,0,0
54500121,5,4,3,5,3,2,0,0
54500122,4,5,1,7,1,4,0,0
54500123,2,2,3,2,1,2,0,0
54500124,3,5,1,6,1,3,0,0
54500125,2,2,2,1,2,1,0,0
54500126,3,1,3,1,1,3,0,0
54500301,5,2,3,2,3,2,0,0
54500302,4,3,4,0,2,3,0,0
54500303,4,5,4,1,2,3,0,0
54500309,5,4,5,0,2,3,0,0
54500310,5,0,6,0,2,3,0,1
54500311,5,5,2,6,1,4,0,0
54500313,5,5,4,0,2,3,0,0
54500314,0,3,0,6,0,1,1,0
54500316,4,3,3,1,3,2,0,0
54500317,0,1,3,0,0,1,0,0
54500318,5,0,1,2,1,4,0,0
54500320,5,5,1,4,1,4,0,0
54500321,4,3,1,1,1,4,0,0
54500324,5,4,4,0,3,2,0,0
54500325,5,2,4,0,4,1,0,0
54500326,3,4,3,0,3,1,0,0
54800102,1,1,2,3,0,2,0,0
54800103,5,3,1,4,1,4,0,0
54800105,3,2,3,3,3,1,0,0
54800106,5,5,1,1,1,4,0,0
54800107,4,3,3,2,1,4,0,0
54800109,3,4,3,1,3,1,0,0
54800110,5,3,3,1,2,3,0,0
54800111,5,5,3,0,2,3,0,0
54800114,4,5,1,0,1,4,0,0
54800115,4,5,3,2,3,2,0,0
54800117,5,1,5,1,4,1,0,0
54800119,5,4,3,1,3,2,0,0
54800121,5,5,4,2,3,2,0,0
56540301,5,0,2,0,2,3,0,1
56540302,4,5,3,0,3,2,0,0
56540303,3,2,4,4,3,1,0,0
56540304,4,5,4,3,3,2,0,0
56540305,5,5,4,0,2,3,0,0
56540306,5,5,1,1,1,4,0,0
56540307,5,3,7,1,4,1,0,0
56540308,5,5,6,1,3,2,0,0
56540309,5,3,4,6,3,2,0,0
56540313,5,5,0,2,0,5,0,0
56540314,4,4,3,3,3,2,0,0
56540315,5,5,1,2,1,4,0,0
56540316,3,5,4,1,3,1,0,0
56540317,4,0,6,2,2,3,0,0
56540318,5,5,0,12,0,5,0,0
56540320,5,5,1,1,1,4,0,0
56540321,5,0,7,0,4,1,0,1
56540323,5,2,4,5,4,1,0,0
56540324,4,3,6,4,3,2,0,0
56540325,5,0,3,0,3,2,0,1
56540326,5,0,4,1,3,2,0,0
56540327,5,0,5,3,3,2,0,0
56540328,5,1,3,5,3,2,0,0
56540329,5,3,4,8,4,1,0,0
56540330,5,3,6,0,3,2,0,0
56540332,5,5,5,2,4,1,0,0
58130101,1,1,0,2,0,2,0,0
58130102,2,5,1,3,1,2,0,0
58130108,3,4,1,3,1,3,0,0
58130109,4,4,1,3,1,4,0,0
58130111,2,5,1,3,1,2,0,0
58130113,0,5,0,1,0,1,1,0
58130114,2,5,2,4,0,3,0,0
58130119,4,5,2,1,2,3,0,0
58130124,1,5,0,1,0,2,0,0
59530101,4,5,2,2,2,3,0,0
59530102,5,5,5,0,2,3,0,0
59530103,5,5,3,5,3,2,0,0
59530104,2,4,2,6,1,2,0,0
59530106,3,4,3,3,1,3,0,0
59530108,5,4,2,2,2,3,0,0
59530109,4,5,3,1,3,2,0,0
59530110,5,2,3,2,3,2,0,0
59530112,1,4,1,7,1,1,0,0
59530114,5,5,3,2,2,3,0,0
59530115,3,3,2,3,2,2,0,0
59530201,5,4,1,2,0,5,0,0
59530202,2,5,0,6,0,3,0,0
59530203,5,2,3,0,0,5,0,0
59530205,2,1,6,1,1,2,0,0
59530206,2,5,0,1,0,3,0,0
59530207,2,1,3,1,1,2,0,0
59530208,3,3,2,2,2,2,0,0
59530210,4,4,3,2,2,3,0,0
59530214,4,1,3,2,2,3,0,0
59530217,5,3,6,2,4,1,0,0
