youthidCUF,classidCUF.x,schoolidCUF,schtype_geRV,y1_sex,y1_doby,y1_nationRV,y1_lpsc1,y1_lpsc2,y1_lpsc3,y1_lpsc4,y1_fact,y1_sat2,y1_sat1,y1_pbsch1,y1_pbsch2,y1_vict1,y1_vict2,y1_vict3,y1_pdisc1,y1_date,y1_fcoh1,y1_fcoh2,y1_fcoh3,y1_fcoh4,y1_fcoh5,y1_pdem1,y1_pdem2,y1_pdem3,y1_pdem4,y1_pdem5,y1_pdem6,y1_pdem7,y1_pinv1,y1_pinv2,y1_pinv3,y1_migage,y1_educm3,y1_educf3,y1_gradem_geCUF,y1_gradesc_geCUF,y1_gradee_geCUF,y1_repeat,y1_iseimG,y1_iseifG,y1_edasp1CS,y1_edasp2CS,y1_edasp3CS,y1_sspm,y1_sspsc,y1_sspe,y1_seff1,y1_seff2,y1_valed1,y1_asch2,y1_asch1,y1_tenc1,y1_tenc2,y1_tenc3,y1_idsc,y1_club,y1_generationGCUF,class_size,classidCUF.y,neg_indegree,neg_outdegree,neg_isolate,pos_indegree,pos_outdegree,pos_isolate,n_mutual_bfs,non_reciprocal,num_bfs,classidCUF,y1_cot_sum,y1_lat_sum
47650120,476501,4765,5,2,1995,2,3,4,3,3,3,8,8,4,4,3,3,4,4,2,3,3,3,4,2,3,4,3,2,3,3,3,4,3,4,9,-99,1,3,2,3,2,28.479999542236328,76.9800033569336,8,8,8,3,3,4,2,2,1,2,4,4,3,3,2,2,1,19,476501,0,2,0,4,5,0,4,1,5,476501,22,15
47650121,476501,4765,5,2,1996,1,5,5,5,4,4,7,9,5,4,4,3,4,4,2,2,4,1,4,4,3,3,3,3,1,1,2,3,2,2,-77,2,2,1,2,1,1,57.380001068115234,71.38999938964844,9,9,9,3,2,1,2,2,1,2,5,2,3,2,1,1,0,19,476501,3,4,0,1,2,0,1,2,2,476501,15,16
47650122,476501,4765,5,1,1995,1,3,5,4,3,3,1,3,1,4,4,3,4,2,2,3,4,2,4,3,2,3,4,4,2,2,3,5,5,5,-77,2,2,3,3,2,1,65.01000213623047,25.040000915527344,-99,7,8,5,3,2,2,3,3,5,2,5,5,1,4,1,2,19,476501,5,5,0,0,1,0,0,2,1,476501,17,13
47650123,476501,4765,5,2,1995,1,5,5,5,4,4,7,8,4,5,4,4,4,3,2,3,3,3,3,3,2,5,4,4,2,2,1,2,4,2,-77,-99,2,1,1,2,1,53.150001525878906,56,9,9,8,1,2,4,1,1,1,1,5,3,3,2,3,1,0,19,476501,0,0,1,5,5,0,5,0,5,476501,25,19
47650124,476501,4765,5,2,1995,2,4,5,4,4,3,6,8,3,5,4,3,4,2,1,3,3,2,3,2,3,4,4,2,2,2,3,4,3,3,-77,2,2,3,2,2,1,16.5,-88,9,8,9,5,2,2,2,2,1,1,5,3,3,3,2,1,2,19,476501,1,4,0,3,4,0,3,2,4,476501,18,20
47650125,476501,4765,5,1,1995,1,5,5,4,4,3,7,8,3,3,3,2,4,3,2,3,3,2,3,3,3,3,4,3,2,2,2,4,4,4,-77,2,2,2,1,1,1,41.27000045776367,52.720001220703125,9,9,9,3,1,2,2,1,2,2,4,2,3,2,1,2,0,19,476501,4,4,0,3,4,0,2,3,4,476501,19,19
47650126,476501,4765,5,1,1996,3,4,5,5,5,4,8,8,5,5,4,4,4,4,2,2,4,1,4,4,2,4,4,4,1,1,2,4,2,2,-77,-88,-88,1,2,2,1,16.5,29.469999313354492,9,9,-99,2,2,2,1,1,1,2,5,2,2,4,3,2,2,19,476501,3,0,0,2,5,0,2,3,5,476501,21,12
47650310,476503,4765,5,1,1995,1,5,5,5,5,4,7,9,4,4,4,4,4,4,2,2,3,2,4,3,1,4,4,4,1,1,2,4,4,4,-77,2,2,1,1,1,1,44.91999816894531,31.719999313354492,9,8,-99,1,1,3,1,2,1,3,4,3,3,4,1,1,0,20,476503,0,5,0,3,4,0,1,4,4,476503,22,14
47650313,476503,4765,5,1,1995,1,5,5,5,4,4,7,8,4,5,4,4,4,4,2,2,4,2,4,4,1,4,4,4,1,1,2,4,4,5,-77,2,-88,2,2,1,1,43.849998474121094,36.91999816894531,9,9,9,3,3,2,1,2,1,2,5,3,3,4,1,2,0,20,476503,5,5,0,3,5,0,2,3,5,476503,26,18
47650314,476503,4765,5,1,1994,3,4,4,3,3,4,5,8,2,3,4,4,4,3,2,2,4,2,4,4,2,4,5,4,2,2,2,4,4,4,-77,2,2,2,2,2,3,14.210000038146973,28.520000457763672,9,9,8,4,3,2,2,2,1,1,4,4,4,1,3,1,2,20,476503,9,3,0,2,5,0,2,3,5,476503,24,9
47650316,476503,4765,5,2,1996,2,4,4,4,4,4,7,8,5,5,4,4,4,3,2,2,3,2,3,3,2,2,2,2,1,1,2,2,3,2,-77,2,2,1,1,1,1,14.210000038146973,30.31999969482422,8,8,9,1,2,2,1,1,1,1,5,4,1,5,2,2,2,20,476503,2,5,0,6,5,0,5,0,5,476503,25,17
47650317,476503,4765,5,2,1996,2,5,5,5,4,4,9,9,5,5,4,4,4,4,2,3,4,1,4,4,1,5,5,5,1,1,1,2,3,2,-77,2,-99,1,2,2,1,-88,28.479999542236328,9,9,9,1,2,2,1,1,2,1,5,3,4,3,2,2,2,20,476503,1,2,0,10,4,0,4,1,4,476503,15,8
47650318,476503,4765,5,1,1995,1,5,5,5,4,4,6,8,4,4,4,4,4,4,2,3,4,3,4,4,2,4,5,4,2,2,2,3,3,3,-77,2,1,2,1,2,1,-88,79.48999786376953,9,9,8,3,1,2,2,2,1,3,4,3,4,2,1,1,0,20,476503,9,5,0,1,4,0,1,4,4,476503,19,13
47650319,476503,4765,5,2,1996,3,3,4,3,3,4,3,5,4,5,4,4,4,3,2,3,3,3,4,3,3,5,3,4,2,2,5,1,4,2,-77,2,2,2,2,2,1,47.83000183105469,25.510000228881836,8,-99,8,4,3,3,2,2,2,3,4,4,3,1,4,2,2,20,476503,1,5,0,3,5,0,3,2,5,476503,17,13
47650320,476503,4765,5,2,1995,1,3,5,5,5,3,5,7,4,4,3,3,4,4,2,3,3,1,3,2,3,4,4,4,2,1,3,2,2,2,-77,-99,-99,1,1,1,1,25.059999465942383,-88,9,8,8,3,2,2,2,2,2,4,3,4,4,2,3,2,2,20,476503,4,5,0,4,5,0,4,1,5,476503,21,13
47650321,476503,4765,5,2,1996,2,3,4,5,3,4,6,7,5,5,4,4,4,3,2,3,3,3,2,3,3,2,2,2,2,2,4,2,2,1,-77,2,2,1,2,1,1,28.479999542236328,24.68000030517578,9,8,-99,3,4,2,2,2,1,1,4,3,2,4,3,2,2,20,476503,0,5,0,2,5,0,2,3,5,476503,21,14
47650322,476503,4765,5,2,1996,2,3,4,5,4,4,7,7,5,5,4,4,4,4,2,3,3,-88,3,3,4,2,2,2,2,2,4,2,2,2,-77,2,2,1,2,1,1,-88,-88,9,8,9,4,3,2,1,1,1,1,5,4,4,4,4,2,2,20,476503,0,5,0,2,5,0,2,3,5,476503,18,9
47650323,476503,4765,5,1,1996,1,5,5,4,4,4,6,10,4,5,4,3,3,4,1,2,3,2,4,3,1,2,3,3,1,2,1,2,3,4,-77,2,2,2,2,2,1,43.33000183105469,41.27000045776367,8,8,8,4,2,2,2,2,1,2,3,3,3,4,1,1,0,20,476503,0,3,0,4,5,0,3,2,5,476503,22,15
47650324,476503,4765,5,1,1996,1,4,5,4,3,4,4,7,3,4,2,2,2,2,2,3,4,3,4,3,2,4,5,2,2,2,3,5,5,3,-77,2,-99,2,1,2,1,56.63999938964844,-55,9,8,8,3,2,3,1,1,1,1,5,4,4,1,2,1,2,20,476503,8,5,0,3,5,0,1,4,5,476503,24,16
47650325,476503,4765,5,2,1995,1,4,4,5,3,3,7,8,5,5,4,4,4,4,2,3,3,2,3,4,1,3,5,4,1,1,1,1,3,5,-77,2,2,2,2,2,1,44.91999816894531,-55,8,8,8,3,3,2,2,2,1,2,5,2,3,5,1,2,2,20,476503,0,5,0,7,5,0,4,1,5,476503,23,12
47650326,476503,4765,5,1,1995,1,5,5,5,5,4,2,9,4,5,4,4,4,3,2,3,3,2,4,4,2,4,4,3,1,1,1,4,3,4,-77,2,2,2,2,3,3,55.25,52.720001220703125,9,8,8,3,3,3,2,2,1,3,3,3,4,1,2,2,0,20,476503,2,3,0,0,0,1,0,1,0,476503,24,18
47650328,476503,4765,5,2,1995,1,5,5,5,5,3,5,8,5,4,4,4,4,3,2,3,3,2,3,3,2,5,5,5,2,1,2,4,4,5,-77,2,2,2,1,2,1,28.479999542236328,65.01000213623047,9,8,8,4,2,3,2,2,2,2,2,2,4,4,1,2,0,20,476503,11,5,0,0,2,0,0,3,2,476503,24,13
47750115,477501,4775,5,2,1995,2,4,5,5,5,4,7,9,5,5,4,4,4,4,2,2,4,1,4,3,1,5,4,4,1,1,1,4,4,2,-77,1,1,2,1,1,1,43.33000183105469,44.13999938964844,9,9,9,3,2,2,1,1,1,2,5,2,2,4,1,1,2,16,477501,5,3,0,0,4,0,0,5,4,477501,22,12
47750116,477501,4775,5,1,1995,1,5,5,5,5,4,2,9,4,4,4,4,4,3,2,2,4,1,4,4,2,5,4,3,1,2,1,4,3,5,-77,1,1,1,1,2,1,77.23999786376953,77.0999984741211,9,9,-99,1,1,2,1,1,1,3,4,4,5,1,1,1,0,16,477501,1,2,0,3,5,0,3,2,5,477501,21,18
47750118,477501,4775,5,1,1994,1,5,5,5,4,4,7,9,4,5,4,4,4,3,1,2,4,1,4,4,1,4,4,4,1,1,1,5,3,2,-77,2,-99,2,2,2,3,31.079999923706055,60.290000915527344,8,8,8,2,3,2,1,1,1,2,4,2,4,1,1,1,0,16,477501,0,5,0,4,5,0,1,4,5,477501,23,14
47750122,477501,4775,5,1,1995,1,4,4,4,4,4,5,7,4,4,4,4,4,2,2,3,4,3,4,4,1,4,4,3,1,1,1,3,4,2,-77,2,2,1,2,1,1,-88,30.780000686645508,8,8,9,3,3,2,1,2,2,2,3,3,5,4,2,1,2,16,477501,5,5,0,4,4,0,3,2,4,477501,18,13
47750123,477501,4775,5,1,1996,1,5,5,5,5,4,2,9,4,5,4,4,4,3,2,2,4,1,3,4,1,5,5,5,1,1,2,5,4,2,-77,1,1,1,1,1,1,81.91999816894531,79.73999786376953,9,9,-99,1,2,3,1,2,1,5,5,5,5,1,1,1,0,16,477501,0,2,0,2,4,0,2,3,4,477501,22,20
47750124,477501,4775,5,2,1994,1,5,5,5,5,3,6,8,4,4,2,3,4,3,1,2,3,1,4,3,1,3,5,3,1,1,1,1,2,2,-77,2,1,3,1,3,3,43.33000183105469,70.5,9,-99,8,4,3,3,2,2,1,3,4,2,2,2,2,2,0,16,477501,0,3,0,3,1,0,1,1,1,477501,21,15
47750125,477501,4775,5,1,1996,1,4,4,3,3,3,6,8,5,4,4,4,4,3,2,3,4,2,4,3,2,4,5,3,2,1,2,3,4,4,-77,-99,2,1,2,2,1,85.410003662109375,51.91999816894531,9,9,8,2,3,3,1,2,1,3,4,3,3,3,1,1,0,16,477501,0,2,0,4,4,0,2,3,4,477501,16,16
47750126,477501,4775,5,1,1995,3,4,4,4,4,4,9,8,5,5,4,3,4,4,2,2,4,2,4,4,3,3,4,4,2,1,1,5,5,5,-77,2,2,1,1,1,3,25.040000915527344,25.040000915527344,9,9,9,1,2,1,1,1,1,2,5,2,2,5,2,2,2,16,477501,0,0,1,5,4,0,3,2,4,477501,22,18
47750128,477501,4775,5,2,1994,1,4,4,5,3,4,4,7,-88,5,1,1,2,2,2,2,3,2,3,2,2,3,1,1,2,2,3,1,2,1,-77,1,1,2,1,3,3,56,24.450000762939453,9,9,9,4,3,3,2,3,1,2,4,1,1,1,3,1,2,16,477501,3,0,0,2,1,0,1,1,1,477501,22,19
47750410,477504,4775,5,2,1995,1,4,5,5,5,4,7,8,4,5,4,4,4,3,2,3,4,2,3,3,3,5,5,5,1,1,2,4,3,2,-77,2,2,1,1,1,1,41.630001068115234,22.56999969482422,9,8,9,2,2,3,1,2,1,2,5,3,2,3,1,1,0,18,477504,0,2,0,3,5,0,2,3,5,477504,23,11
47750411,477504,4775,5,1,1994,1,4,4,4,3,4,5,7,4,5,4,4,4,3,1,3,3,3,3,3,4,4,4,2,1,2,4,2,2,2,-77,2,2,2,2,1,3,56,30.34000015258789,8,8,8,3,2,3,1,2,2,4,2,5,5,1,1,1,2,18,477504,1,0,0,5,5,0,4,1,5,477504,22,17
47750413,477504,4775,5,1,1996,3,4,4,4,4,4,4,7,5,4,4,4,4,4,2,3,4,2,4,4,2,4,4,4,2,2,2,4,4,4,6,2,2,3,2,1,1,81.12999725341797,-88,8,-99,8,3,3,3,2,2,1,2,4,2,2,4,3,1,1,18,477504,1,2,0,7,5,0,5,0,5,477504,21,10
47750416,477504,4775,5,2,1995,1,4,4,4,4,3,4,6,4,5,4,4,4,3,2,3,1,3,2,2,2,2,3,2,3,2,3,2,3,3,-77,2,2,1,1,1,1,43.33000183105469,35.33000183105469,9,9,9,2,3,1,1,1,1,2,5,2,3,2,3,1,0,18,477504,5,1,0,4,4,0,3,2,4,477504,25,20
47750417,477504,4775,5,2,1995,1,5,5,5,5,2,4,7,4,5,4,3,4,3,1,3,2,3,4,3,3,4,3,2,2,2,4,4,5,2,1,2,2,3,1,3,1,28.479999542236328,23.40999984741211,9,9,9,3,1,3,1,1,1,2,5,4,2,3,4,2,1,18,477504,2,5,0,3,5,0,2,3,5,477504,21,14
47750418,477504,4775,5,1,1996,1,4,3,4,3,4,7,8,5,4,2,3,4,3,1,2,3,2,3,3,2,4,4,2,2,2,1,3,4,2,-77,-99,-99,1,2,1,1,56,77.0999984741211,8,8,9,2,3,3,2,1,2,2,4,4,2,4,1,2,2,18,477504,1,3,0,3,5,0,3,2,5,477504,16,10
47750419,477504,4775,5,2,1995,2,3,4,4,3,3,7,7,4,5,4,4,4,3,2,2,3,3,4,3,3,4,4,4,2,1,2,3,3,3,-77,2,2,2,1,1,1,56,31.719999313354492,9,8,8,3,3,2,1,2,1,2,4,3,3,3,2,1,2,18,477504,6,2,0,2,2,0,2,1,2,477504,21,18
47750420,477504,4775,5,1,1995,3,4,4,4,2,3,4,8,2,4,4,4,4,3,2,2,4,2,4,4,1,2,3,4,2,1,1,3,4,3,3,2,1,2,2,1,1,23.469999313354492,36.349998474121094,8,8,9,2,3,4,3,2,1,2,4,2,2,1,2,1,1,18,477504,1,5,0,5,5,0,4,1,5,477504,23,14
47750421,477504,4775,5,2,1995,1,4,4,4,3,3,7,8,3,4,3,2,3,3,1,2,3,3,4,2,2,2,1,2,2,1,-88,1,2,1,5,1,-99,3,1,1,1,-88,-55,9,8,9,4,2,2,2,2,1,1,4,3,3,2,3,2,1,18,477504,5,3,0,3,4,0,3,2,4,477504,25,12
47750422,477504,4775,5,1,1995,1,5,4,5,3,4,5,8,3,4,4,4,4,4,1,3,3,3,3,3,4,5,3,4,4,2,3,1,5,2,-77,2,2,1,1,1,1,75.43000030517578,56,9,9,8,2,2,2,1,1,2,3,5,3,4,2,1,2,0,18,477504,3,1,0,5,5,0,4,1,5,477504,23,19
47750423,477504,4775,5,1,1994,2,4,5,4,4,3,8,9,4,4,4,4,4,4,2,3,4,2,4,3,1,3,3,4,2,2,3,2,4,4,-77,1,2,1,2,1,3,83.5,-55,9,8,9,1,3,2,1,1,1,2,5,2,3,2,2,1,2,18,477504,0,4,0,5,5,0,4,1,5,477504,22,10
47750425,477504,4775,5,2,1995,1,4,5,5,4,3,3,5,4,5,3,3,4,3,2,4,4,3,3,2,4,4,4,2,3,3,3,4,5,4,-77,2,2,3,1,1,1,24.979999542236328,43.7599983215332,9,9,-99,4,2,4,2,2,1,3,2,3,4,4,1,1,0,18,477504,5,4,0,2,3,0,2,2,3,477504,20,19
48790111,487901,4879,1,2,1994,3,4,4,4,4,4,3,2,-88,-88,4,3,3,3,2,2,3,2,4,4,2,3,4,4,2,1,2,3,-88,2,-77,2,-99,2,3,2,3,14.210000038146973,-88,7,-99,7,3,3,3,-88,-88,-88,-88,-88,-88,-88,-88,3,1,2,11,487901,3,4,0,2,3,0,1,3,3,487901,16,5
48790113,487901,4879,1,1,1995,2,3,3,3,3,4,6,5,4,4,4,3,4,3,2,2,3,2,4,3,2,3,3,4,1,1,2,3,2,3,-77,2,2,1,2,2,2,14.210000038146973,-88,7,6,8,3,3,3,2,2,1,1,4,2,3,2,3,2,2,11,487901,0,5,0,1,5,0,0,5,5,487901,14,11
48790114,487901,4879,1,2,1995,1,4,4,4,4,3,5,5,4,3,4,3,4,2,1,3,2,1,3,2,2,2,2,2,2,2,2,2,1,1,-77,2,-99,2,2,1,2,25.059999465942383,-55,7,6,-99,2,2,3,1,2,2,2,3,3,2,2,2,2,0,11,487901,3,5,0,2,5,0,2,3,5,487901,23,12
48790115,487901,4879,1,2,1994,1,5,5,5,5,3,2,1,5,5,3,1,2,2,2,4,1,3,2,2,5,2,3,1,4,4,4,3,3,3,-77,-99,-99,3,1,2,2,25.040000915527344,-55,7,-99,8,5,2,3,2,3,2,2,3,3,3,3,2,2,2,11,487901,2,2,0,3,5,0,2,3,5,487901,18,10
48790119,487901,4879,1,1,1995,2,4,3,3,3,4,4,8,5,4,4,4,4,4,2,2,3,2,4,3,2,3,3,2,1,1,1,3,3,2,-77,2,2,1,1,2,1,14.210000038146973,28.520000457763672,7,7,7,2,2,4,1,2,1,1,4,1,2,3,2,1,2,11,487901,1,4,0,2,5,0,1,4,5,487901,18,4
48790121,487901,4879,1,1,1995,1,3,3,3,3,4,7,10,5,5,4,4,4,4,2,1,-88,2,-88,4,1,3,3,3,2,1,2,2,2,2,-77,-99,2,3,1,2,2,30.899999618530273,29.469999313354492,7,6,7,3,3,3,2,2,2,2,4,2,-88,4,2,1,2,11,487901,1,5,0,1,5,0,1,4,5,487901,20,4
48790123,487901,4879,1,2,1995,3,3,3,3,3,4,10,10,5,3,4,4,4,3,1,2,3,2,4,4,2,5,5,5,1,1,1,2,2,3,-77,2,2,1,2,2,1,-88,-88,7,6,7,3,4,4,3,3,1,1,4,2,3,3,3,2,2,11,487901,2,1,0,3,3,0,2,2,3,487901,16,5
49670111,496701,4967,4,1,1996,1,4,4,4,3,4,7,10,4,5,4,4,4,4,2,3,4,2,4,3,-88,4,4,4,2,2,2,2,2,3,-77,2,1,2,2,1,1,-88,-88,7,7,-99,3,3,3,2,2,1,2,4,2,3,4,2,1,0,21,496701,0,3,0,4,4,0,3,2,4,496701,10,12
49670112,496701,4967,4,2,1995,2,5,5,5,4,2,4,4,1,5,4,4,4,3,1,4,2,3,2,1,5,1,1,1,2,4,5,2,4,1,-77,2,2,3,1,1,1,81.12999725341797,26.850000381469727,8,8,8,4,1,1,1,1,1,1,5,2,1,3,2,1,2,21,496701,3,5,0,2,3,0,2,2,3,496701,20,15
49670113,496701,4967,4,2,1996,1,5,5,5,5,4,5,5,4,5,4,4,4,3,2,3,3,2,3,3,3,4,4,3,2,2,2,3,3,4,-77,2,-99,1,1,1,1,47.83000183105469,-88,8,8,-99,2,3,3,1,1,2,2,5,3,3,2,2,1,0,21,496701,0,3,0,3,3,0,3,1,3,496701,18,13
49670114,496701,4967,4,2,1995,1,5,5,4,3,4,3,5,5,5,4,3,3,4,2,3,4,1,3,4,2,5,4,5,1,1,1,2,3,2,-77,2,-99,3,2,2,1,50.150001525878906,76.6500015258789,7,6,7,3,3,3,2,2,1,1,5,2,4,5,1,1,0,21,496701,1,5,0,5,2,0,2,1,2,496701,19,13
49670115,496701,4967,4,2,1994,1,5,5,5,5,3,9,8,5,5,4,4,4,4,1,3,3,2,3,2,2,2,4,2,1,1,1,2,5,2,-77,2,2,1,1,1,3,54.27000045776367,25.229999542236328,9,8,8,2,1,2,1,1,1,1,5,2,2,4,1,2,0,21,496701,0,4,0,3,4,0,2,3,4,496701,22,20
49670116,496701,4967,4,2,1996,1,4,4,4,4,3,8,10,5,5,3,3,3,3,1,2,3,2,2,3,2,4,5,4,1,1,1,2,3,2,-77,2,2,1,1,1,1,31.079999923706055,29.15999984741211,9,9,8,1,1,2,1,1,1,1,5,1,1,4,1,1,0,21,496701,0,2,0,4,4,0,3,2,4,496701,23,7
49670117,496701,4967,4,2,1996,3,4,5,4,3,4,6,8,5,5,4,4,4,3,2,3,3,2,4,3,2,4,5,4,2,2,3,2,3,3,-77,2,2,2,2,2,1,32.20000076293945,-55,8,7,9,2,3,3,2,2,1,2,5,2,2,5,2,1,2,21,496701,3,3,0,4,3,0,3,1,3,496701,24,8
49670118,496701,4967,4,2,1996,1,5,5,5,4,3,6,7,5,5,4,4,4,4,2,3,3,2,3,2,2,4,3,2,2,1,2,1,2,1,-77,-88,-88,2,2,1,1,14.210000038146973,17.690000534057617,8,8,9,2,3,2,1,1,1,1,5,1,2,5,2,2,2,21,496701,1,0,0,4,3,0,3,1,3,496701,20,15
49670120,496701,4967,4,2,1996,1,5,5,5,3,4,6,6,5,4,3,3,4,4,1,4,2,4,2,2,3,1,2,2,3,2,3,3,1,1,-77,2,1,1,2,1,1,56.56999969482422,79.48999786376953,9,8,9,2,2,2,1,1,1,1,5,1,3,4,2,1,0,21,496701,0,5,0,2,2,0,2,1,2,496701,10,6
49670121,496701,4967,4,2,1996,1,4,4,4,3,3,2,4,4,5,2,4,4,3,1,3,3,3,3,2,3,3,2,2,1,3,3,2,4,4,-77,1,1,1,2,1,1,-88,61.81999969482422,8,8,8,2,4,2,1,1,1,1,5,3,2,2,1,1,2,21,496701,9,2,0,1,4,0,1,4,4,496701,17,7
49670122,496701,4967,4,1,1995,2,3,4,4,4,2,7,8,4,5,3,3,3,3,2,4,4,3,4,4,2,3,4,4,3,2,3,3,4,4,5,-99,-99,2,3,2,1,-55,31.719999313354492,8,7,9,2,3,3,2,2,1,1,5,3,3,3,2,1,1,21,496701,1,1,0,4,3,0,3,1,3,496701,22,7
49670123,496701,4967,4,1,1995,1,4,4,4,3,4,8,9,3,4,4,3,4,3,2,2,4,2,4,3,2,5,4,5,2,2,3,4,4,4,-77,2,2,1,2,2,1,28.479999542236328,29.15999984741211,8,-99,8,1,3,3,2,2,2,3,4,2,3,4,1,2,0,21,496701,2,0,0,2,5,0,2,3,5,496701,24,16
49670124,496701,4967,4,2,1996,1,4,5,4,2,3,8,8,4,5,2,2,2,2,1,3,3,3,4,2,2,3,2,2,2,2,3,1,2,1,-77,1,2,1,2,1,1,78.69000244140625,29.15999984741211,8,8,-99,1,3,2,1,2,1,1,4,1,1,4,1,1,0,21,496701,1,5,0,5,5,0,3,2,5,496701,20,17
49840110,498401,4984,4,2,1996,3,3,5,4,3,4,7,8,5,5,4,4,4,4,1,1,2,1,4,4,1,4,5,5,1,1,1,2,2,3,-77,2,2,2,1,2,1,25.200000762939453,57,8,7,8,4,2,4,2,1,2,3,5,1,2,5,2,1,2,15,498401,4,0,0,3,4,0,3,2,4,498401,11,5
49840111,498401,4984,4,1,1993,1,3,4,3,3,1,9,8,5,5,4,4,4,4,1,1,1,2,4,4,2,2,4,3,2,1,1,1,5,1,4,2,-99,1,1,3,2,-88,19.40999984741211,8,7,8,3,2,4,1,2,2,1,5,2,4,5,1,1,1,15,498401,11,5,0,0,5,0,0,5,5,498401,16,3
49840114,498401,4984,4,1,1996,3,3,4,4,3,4,5,10,4,3,4,4,4,4,2,2,3,-88,4,4,2,5,5,5,2,1,2,3,5,4,4,2,2,2,3,1,1,-88,18.079999923706055,7,6,7,3,3,3,2,2,2,2,3,4,3,2,4,1,1,15,498401,1,5,0,2,5,0,1,4,5,498401,12,6
49840116,498401,4984,4,2,1994,1,4,4,4,4,4,2,1,5,5,4,4,4,4,1,1,-88,1,4,4,1,5,4,5,1,1,1,2,2,1,-77,2,2,1,1,1,2,31.079999923706055,32.5,9,8,9,2,2,2,1,1,1,1,5,1,1,5,1,2,2,15,498401,1,5,0,2,5,0,2,3,5,498401,19,6
49840118,498401,4984,4,2,1995,1,3,3,4,3,3,6,7,5,5,3,4,4,4,2,2,4,3,4,3,2,3,4,4,2,1,2,2,3,2,-77,-99,-99,1,1,1,1,-88,36.349998474121094,9,8,8,3,3,2,2,1,1,1,5,2,2,3,3,2,2,15,498401,3,5,0,5,5,0,5,0,5,498401,21,6
49840119,498401,4984,4,1,1996,1,3,3,2,2,4,6,10,4,5,4,4,4,4,1,2,4,2,2,4,2,5,5,5,2,1,2,5,2,5,-77,-99,-99,1,3,2,1,14.210000038146973,18.079999923706055,8,8,8,2,3,3,2,2,2,2,4,4,4,2,4,1,2,15,498401,4,3,0,4,3,0,2,2,3,498401,20,5
49840120,498401,4984,4,1,1996,1,3,5,3,3,4,5,8,5,5,4,4,4,4,2,2,4,1,4,4,1,5,5,5,1,1,2,5,2,4,-77,2,2,2,3,2,1,14.210000038146973,-88,8,8,8,3,3,4,1,1,1,2,4,4,4,3,4,1,2,15,498401,2,4,0,5,3,0,3,1,3,498401,19,9
49840121,498401,4984,4,1,1995,3,4,5,4,4,3,8,9,5,5,4,4,4,3,2,2,4,2,4,4,2,3,5,5,3,1,3,3,3,2,-77,2,2,2,1,1,1,-88,28.520000457763672,9,8,8,3,3,2,1,2,1,2,5,2,3,3,1,1,2,15,498401,0,3,0,6,5,0,5,0,5,498401,18,8
49840122,498401,4984,4,1,1995,3,4,4,5,5,3,9,10,5,5,4,4,4,4,1,2,3,2,4,4,2,3,4,4,2,1,3,2,2,2,-77,-88,-88,1,1,1,1,-88,24.530000686645508,8,8,8,2,2,3,1,2,3,2,4,3,3,3,3,2,2,15,498401,7,5,0,4,5,0,3,2,5,498401,15,9
49840410,498404,4984,4,2,1995,3,3,4,4,3,4,10,10,5,5,4,3,4,4,2,2,4,1,4,4,2,5,5,4,1,1,1,4,2,2,-77,2,2,2,3,1,1,14.210000038146973,30.34000015258789,8,7,8,3,2,1,2,1,1,1,5,2,1,4,2,1,2,15,498404,1,4,0,3,3,0,3,1,3,498404,18,8
49840412,498404,4984,4,1,1995,3,4,5,3,3,-88,8,9,5,4,4,4,4,4,1,2,3,1,4,3,1,2,4,4,1,1,1,3,2,2,4,2,1,3,3,3,1,-88,14.210000038146973,9,7,9,4,3,4,1,1,1,1,5,2,1,2,2,1,1,15,498404,3,3,0,2,2,0,2,1,2,498404,11,11
49840413,498404,4984,4,2,1995,3,5,5,4,4,4,9,9,5,5,4,4,4,4,2,2,4,1,4,3,1,5,5,4,2,1,2,2,1,4,15,2,-99,2,1,2,1,-88,28.520000457763672,8,8,8,1,1,3,1,1,1,1,5,5,2,1,1,1,1,15,498404,3,5,0,3,4,0,3,2,4,498404,20,7
49840417,498404,4984,4,2,1994,1,4,5,5,4,-88,2,4,3,4,4,4,4,4,-88,2,3,4,4,1,3,3,3,4,3,2,4,4,3,1,4,2,-99,2,1,2,2,-88,20.90999984741211,7,7,9,3,2,3,2,1,2,1,4,3,4,1,4,-88,1,15,498404,3,0,0,4,5,0,3,2,5,498404,16,8
49840418,498404,4984,4,2,1996,-99,2,3,3,3,-88,8,5,4,4,4,4,4,3,-88,2,4,1,4,2,3,3,3,4,2,2,2,3,3,2,2,2,2,2,1,2,1,23.469999313354492,20.950000762939453,8,6,-99,3,3,3,3,2,2,2,4,3,2,4,3,-88,1,15,498404,3,2,0,3,5,0,3,2,5,498404,23,9
49840420,498404,4984,4,1,1994,3,5,5,4,5,-88,8,10,5,5,4,4,4,3,2,1,4,1,4,3,1,2,3,2,1,1,1,1,1,2,-77,2,2,1,1,2,2,21.239999771118164,30.34000015258789,9,8,9,1,2,3,1,1,1,2,5,1,1,2,1,1,2,15,498404,3,0,0,4,5,0,3,2,5,498404,11,6
