youthidCUF,classidCUF,schoolidCUF,schtype_geRV,y1_sex,y1_doby,y1_nationRV,y1_lpsc1,y1_lpsc2,y1_lpsc3,y1_lpsc4,y1_fact,y1_sat2,y1_sat1,y1_pbsch1,y1_pbsch2,y1_pbsch3,y1_pbsch4,y1_del1,y1_del2,y1_del3,y1_del4,y1_vict1,y1_vict2,y1_vict3,y1_pdisc1,y1_pdisc2,y1_pdisc3,y1_pdisc4,y1_date,y1_contm,y1_gawm,y1_contf,y1_gawf,y1_penc1,y1_penc2,y1_penc3,y1_fcoh1,y1_fcoh2,y1_fcoh3,y1_fcoh4,y1_fcoh5,y1_pdem1,y1_pdem2,y1_pdem3,y1_pdem4,y1_pdem5,y1_pdem6,y1_pdem7,y1_pinv1,y1_pinv2,y1_pinv3,y1_sest1,y1_sest2,y1_sest3,y1_sest4,y1_tenc1,y1_tenc2,y1_tenc3,age,neg_indegree,neg_outdegree,neg_isolate,pos_indegree,pos_outdegree,pos_isolate
21730202,217302,2173,5,2,1995,1,5,5,5,5,4,7,10,5,5,5,4,2,2,2,1,4,4,4,4,4,4,4,2,1,1,1,2,3,3,2,2,4,2,4,3,1,5,5,5,1,1,1,3,3,3,3,1,1,2,2,3,3,15,1,1,0,0,4,0
21730203,217302,2173,5,1,1996,1,5,5,5,4,3,5,7,4,5,5,5,2,2,2,2,4,4,4,3,4,3,4,2,1,2,2,1,1,1,1,1,3,2,3,3,1,4,4,2,1,1,2,4,1,3,2,3,2,1,2,3,2,14,0,3,0,2,5,0
21730205,217302,2173,5,2,1995,1,5,5,5,4,4,4,2,5,4,5,5,2,2,2,1,4,4,4,3,3,4,4,2,1,1,1,1,1,1,1,2,4,1,4,3,1,3,4,3,1,1,1,3,3,3,2,1,2,1,2,3,2,15,1,5,0,4,4,0
21730206,217302,2173,5,2,1996,1,5,5,5,4,4,4,8,4,5,5,5,2,2,2,1,4,4,4,3,4,4,4,1,1,2,1,1,2,1,2,NA,3,2,3,2,1,5,5,5,1,1,1,3,4,2,2,2,4,3,3,2,1,14,0,5,0,6,4,0
21730207,217302,2173,5,2,1996,3,4,5,5,5,4,7,8,4,5,5,4,2,2,1,2,4,4,4,3,4,4,4,1,1,2,1,3,1,1,1,4,4,4,4,4,1,4,2,2,1,2,1,2,3,2,2,1,1,2,1,4,2,14,0,2,0,4,5,0
21730210,217302,2173,5,2,1995,1,5,5,4,4,3,NA,NA,4,5,5,4,2,2,2,2,2,2,2,3,4,3,4,2,1,2,3,2,2,1,3,2,3,2,3,2,3,3,4,2,3,1,2,2,2,2,NA,NA,NA,NA,3,2,4,15,2,4,0,2,4,0
21730213,217302,2173,5,2,1996,1,5,5,5,5,4,8,8,4,4,5,5,2,2,2,2,4,4,4,3,4,4,4,2,1,1,1,2,1,1,2,2,3,2,4,3,1,4,4,4,2,2,2,2,4,2,1,2,4,2,2,2,2,14,5,3,0,1,3,0
21730217,217302,2173,5,2,1996,1,5,5,4,5,4,8,9,5,5,5,5,2,2,2,2,4,4,4,4,4,4,4,2,1,2,2,1,1,1,3,2,3,2,4,3,2,3,4,4,1,1,1,4,3,4,1,1,1,1,2,2,4,14,0,5,0,2,5,0
21730219,217302,2173,5,2,1996,1,5,5,5,5,4,7,7,4,5,5,5,2,2,2,2,4,4,4,4,4,3,4,2,1,1,1,1,2,2,2,3,4,2,4,4,1,4,4,4,2,1,2,3,2,3,2,2,4,2,4,4,2,14,1,5,0,3,4,0
21730220,217302,2173,5,2,1995,3,4,5,5,4,4,8,5,5,5,5,5,2,2,2,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,1,3,2,3,3,2,4,4,2,2,4,2,4,1,2,1,2,3,2,2,2,3,2,15,0,5,0,4,5,0
21730221,217302,2173,5,1,1996,1,4,5,5,4,4,8,9,4,5,5,5,2,2,2,2,3,4,4,3,4,4,4,2,1,2,1,2,2,1,2,NA,3,2,3,3,2,2,4,5,1,2,2,2,3,2,2,1,2,1,1,1,2,14,0,3,0,3,5,0
21730226,217302,2173,5,2,1995,2,4,4,5,4,2,7,5,4,5,5,4,2,2,2,1,3,3,4,3,4,4,4,2,1,3,2,2,1,4,2,3,3,3,3,2,5,1,1,2,2,2,4,1,1,1,1,1,2,3,2,2,2,15,3,3,0,2,5,0
21730227,217302,2173,5,1,1995,1,5,5,5,5,4,5,4,4,4,5,3,2,2,2,2,4,4,4,3,4,4,4,2,1,2,1,2,1,2,1,2,3,3,4,2,3,4,5,3,2,2,2,2,3,2,2,3,3,2,3,4,3,15,1,0,0,2,5,0
21730228,217302,2173,5,2,1996,1,4,4,4,4,4,6,7,5,5,5,5,2,2,2,2,4,4,4,4,4,4,4,1,5,NA,1,2,4,2,4,4,2,3,2,3,4,4,4,4,4,4,4,4,4,2,1,2,2,2,2,2,4,14,1,0,0,3,4,0
21730301,217303,2173,5,2,1996,1,4,5,4,3,4,7,9,5,5,5,5,2,2,2,2,4,4,4,4,4,4,4,2,1,1,1,2,2,2,3,3,2,2,3,3,2,4,5,4,2,2,2,2,5,2,2,1,3,2,2,3,4,14,0,0,1,0,1,0
21730302,217303,2173,5,2,1996,1,5,4,4,4,4,8,9,5,4,4,5,2,2,2,2,4,3,4,3,4,4,4,2,1,1,1,1,1,1,1,2,3,1,4,3,2,4,3,3,2,2,2,4,2,2,2,2,1,3,1,3,3,14,0,0,1,5,5,0
21730304,217303,2173,5,2,1995,1,5,5,5,5,4,9,9,4,4,5,5,2,2,2,1,4,4,4,4,4,4,4,1,1,2,1,1,1,1,2,2,3,2,4,4,3,2,4,3,1,2,3,2,2,3,2,2,2,2,3,2,2,15,1,4,0,2,4,0
21730308,217303,2173,5,2,1996,1,5,5,4,4,3,6,6,4,5,4,4,2,2,2,2,4,4,4,4,4,4,4,2,1,2,1,3,1,3,2,3,2,3,2,2,3,4,3,2,3,3,3,2,3,3,2,2,4,3,2,3,2,14,1,1,0,1,5,0
21730312,217303,2173,5,2,1997,1,3,4,5,3,4,7,8,4,5,5,5,2,2,2,2,4,4,4,4,4,4,4,2,1,1,3,1,2,1,2,2,3,2,3,2,2,4,3,3,2,1,2,4,2,4,2,2,1,2,3,3,2,13,0,2,0,4,5,0
21730313,217303,2173,5,2,1996,1,5,5,5,4,4,6,8,4,5,5,5,2,2,1,2,4,4,4,4,4,4,4,2,1,2,1,2,2,2,3,3,3,3,3,4,2,4,4,4,3,3,3,2,4,2,2,2,2,2,3,4,2,14,2,3,0,2,4,0
21730322,217303,2173,5,2,1995,1,5,5,5,5,4,7,7,5,5,5,5,2,2,2,2,4,4,4,3,4,4,4,2,3,1,1,2,2,2,3,3,4,3,4,3,2,4,4,3,2,1,1,2,2,2,2,2,2,2,2,2,2,15,0,2,0,3,5,0
21730323,217303,2173,5,2,1996,1,4,5,5,4,3,6,7,5,5,4,5,2,2,2,2,4,3,4,3,3,3,4,2,1,2,1,2,1,2,2,3,1,3,2,2,3,2,3,1,2,4,4,2,3,1,3,3,3,3,2,2,2,14,1,5,0,1,4,0
21730325,217303,2173,5,2,1995,1,5,5,5,5,4,8,9,5,5,5,5,2,2,2,2,4,4,4,4,4,4,4,2,1,1,1,1,1,1,2,2,3,1,3,3,2,4,4,4,1,1,2,3,3,3,2,2,2,2,2,4,3,15,1,5,0,1,3,0
22440301,224403,2244,4,2,1995,1,4,5,3,4,4,4,7,4,4,5,2,2,2,2,2,3,4,4,3,4,4,4,2,1,1,1,2,1,1,2,3,3,2,3,3,2,4,4,4,2,1,2,1,2,2,2,3,3,3,2,2,3,15,0,0,1,7,5,0
22440302,224403,2244,4,2,1995,2,4,4,4,4,4,5,4,4,5,4,4,2,2,2,2,4,4,4,3,3,4,4,2,1,2,2,1,3,1,2,2,3,3,3,3,2,2,2,3,2,2,2,3,3,2,2,2,2,2,3,2,1,15,2,4,0,0,5,0
22440303,224403,2244,4,2,1996,2,3,5,4,3,4,10,3,2,4,5,3,2,2,2,2,4,4,4,1,4,4,4,2,1,2,2,1,1,1,1,2,4,1,4,4,1,2,3,3,1,1,2,1,2,1,2,2,3,2,3,4,1,14,0,5,0,7,5,0
22440305,224403,2244,4,1,1996,1,4,4,4,4,1,10,10,5,5,5,5,2,2,2,2,4,4,4,4,4,4,4,2,1,1,4,4,1,2,2,1,4,1,4,4,1,4,3,5,1,1,1,1,4,3,1,1,1,1,2,1,4,14,0,1,0,4,3,0
22440306,224403,2244,4,2,1995,1,4,4,3,3,4,NA,NA,3,4,4,5,2,2,2,2,4,4,4,3,4,3,4,2,1,1,1,2,2,2,3,3,4,3,4,3,2,4,4,4,2,1,2,2,3,4,NA,NA,NA,NA,2,2,2,15,1,2,0,7,5,0
22440307,224403,2244,4,1,1995,3,5,5,5,5,3,4,2,3,5,5,5,2,2,2,2,4,1,1,2,1,3,1,1,5,NA,5,NA,1,2,2,3,1,3,2,2,2,3,2,1,1,1,2,2,5,3,1,1,2,1,2,1,1,15,11,5,0,1,3,0
22440309,224403,2244,4,1,1995,2,5,5,5,4,4,3,3,4,4,5,1,2,2,2,2,4,4,4,3,3,3,3,2,1,3,1,1,2,1,1,2,4,2,4,4,3,5,3,4,1,2,2,3,5,5,1,5,3,4,3,2,1,15,9,1,0,4,5,0
22440310,224403,2244,4,1,1996,3,4,4,4,3,4,10,10,5,5,5,5,2,2,2,2,4,4,4,4,4,4,4,2,1,1,1,1,2,1,2,2,4,2,4,3,2,3,2,4,2,1,2,3,4,2,1,2,1,2,3,2,5,14,1,5,0,4,5,0
22440312,224403,2244,4,2,1995,1,4,5,4,4,2,5,10,3,4,5,5,2,2,2,2,4,4,4,4,4,4,4,1,1,2,5,NA,2,2,2,3,3,3,4,4,2,3,4,4,2,2,2,3,4,5,2,3,3,3,2,3,3,15,3,5,0,1,4,0
22440313,224403,2244,4,2,1995,3,4,4,4,4,4,9,8,5,5,5,4,2,2,2,2,4,3,4,4,4,4,4,2,1,2,4,3,2,2,2,3,3,3,4,4,1,4,3,4,1,2,2,2,3,2,1,2,1,1,2,2,4,15,0,4,0,0,5,0
22440315,224403,2244,4,2,1996,2,3,5,4,3,4,10,10,5,5,5,5,2,2,2,2,3,3,3,3,4,4,4,2,1,1,1,1,1,1,2,2,3,2,3,3,4,4,4,5,2,2,2,2,2,2,2,2,2,2,2,2,2,14,0,0,1,4,5,0
22440316,224403,2244,4,1,1995,1,5,5,5,4,4,1,1,4,5,5,5,2,2,2,2,4,4,4,3,4,4,4,2,1,1,5,NA,1,1,1,2,4,3,4,3,3,5,5,5,2,1,2,2,2,2,2,1,2,1,2,2,1,15,2,5,0,3,5,0
22440319,224403,2244,4,2,1996,1,4,5,5,5,3,8,9,5,5,5,5,2,2,2,2,4,4,4,4,4,4,4,1,1,1,1,1,2,1,2,1,3,1,4,3,1,4,5,4,1,1,1,1,1,1,1,1,2,1,1,1,4,14,2,2,0,1,5,0
22440320,224403,2244,4,2,1995,1,4,4,4,4,4,4,5,3,5,5,3,2,2,2,2,3,2,3,3,4,4,4,2,1,1,5,NA,1,2,2,2,4,1,4,3,2,3,3,3,2,1,2,3,2,3,2,3,5,2,4,3,1,15,0,4,0,6,3,0
22440322,224403,2244,4,2,1996,1,4,4,4,4,4,7,7,5,5,5,4,2,2,2,2,4,4,4,3,4,4,3,2,1,1,1,2,2,2,2,2,3,2,3,4,2,3,4,4,1,1,2,3,4,2,2,2,3,3,2,2,4,14,0,2,0,5,5,0
22440323,224403,2244,4,2,1996,1,4,4,4,4,4,4,1,4,4,5,5,2,2,2,2,4,4,4,4,4,4,4,1,2,1,1,1,1,2,1,1,3,2,2,1,1,4,2,3,1,1,1,1,1,1,2,2,2,2,1,1,1,14,1,4,0,7,5,0
22440326,224403,2244,4,1,1994,1,4,5,5,3,3,9,9,5,5,5,5,2,2,2,2,4,4,4,3,4,4,4,2,1,1,5,NA,1,1,1,2,3,2,3,3,1,3,5,5,1,1,1,4,4,5,1,1,1,2,1,2,1,16,0,2,0,3,5,0
22440601,224406,2244,4,2,1994,3,3,3,2,3,NA,5,7,4,5,5,5,NA,NA,NA,NA,4,4,4,3,4,4,4,1,1,1,1,1,2,2,2,2,2,1,4,3,1,5,5,5,1,1,3,5,2,3,1,1,2,NA,2,3,4,16,2,3,0,2,5,0
22440602,224406,2244,4,1,1996,3,4,4,3,3,NA,7,7,4,4,5,3,NA,NA,NA,NA,4,3,4,3,NA,NA,NA,NA,1,1,2,2,1,1,2,3,3,3,3,3,2,3,3,4,2,2,2,2,3,2,2,2,2,1,2,2,2,14,1,3,0,3,5,0
22440603,224406,2244,4,1,1995,1,4,4,5,5,3,9,9,3,5,3,5,1,1,2,1,4,3,3,2,3,4,3,1,1,1,3,1,2,2,3,3,3,2,4,3,2,3,4,3,2,2,2,3,3,2,2,2,2,2,2,2,3,15,0,2,0,1,5,0
22440605,224406,2244,4,2,1996,1,4,4,4,4,4,8,9,4,3,5,2,2,2,2,2,4,4,4,4,4,4,4,2,1,2,1,1,2,1,2,2,4,2,4,3,2,4,4,2,1,1,2,4,4,3,2,2,2,2,2,2,4,14,0,3,0,3,5,0
22440606,224406,2244,4,1,1994,1,4,4,4,4,4,7,10,5,4,5,5,2,2,2,2,4,4,4,4,4,4,4,2,1,1,1,1,2,2,3,3,4,2,4,4,2,4,4,4,2,2,2,3,3,3,1,2,2,2,2,2,4,16,0,0,1,4,4,0
22440608,224406,2244,4,2,1995,3,3,4,3,3,3,4,5,5,5,5,4,2,2,2,2,4,4,4,4,4,4,4,2,1,1,1,1,1,1,2,2,2,1,4,3,1,4,4,4,1,1,1,2,3,3,2,2,3,2,1,2,5,15,0,1,0,4,5,0
22440609,224406,2244,4,2,1994,1,4,4,4,4,4,5,3,4,4,4,3,2,2,2,2,4,4,4,3,4,4,4,2,1,2,2,1,1,1,1,3,3,3,3,3,1,4,4,4,1,1,1,2,2,3,2,2,1,2,1,1,2,16,4,0,0,1,2,0
22440610,224406,2244,4,1,1996,3,3,3,3,2,2,8,9,4,3,5,4,2,2,2,2,4,4,4,2,3,2,1,1,1,1,5,NA,2,2,2,1,3,1,3,3,2,2,2,2,2,2,2,1,1,2,2,2,1,3,5,4,1,14,2,0,0,4,3,0
22440611,224406,2244,4,2,1995,1,2,2,4,3,3,7,2,5,5,5,5,2,2,2,2,4,4,4,3,4,4,4,2,1,1,1,2,2,1,4,3,4,3,4,3,4,5,5,5,1,2,3,5,5,1,2,2,3,3,3,3,2,15,0,5,0,3,5,0
22440612,224406,2244,4,2,1994,2,5,5,5,4,4,5,9,5,5,5,2,2,2,2,2,4,4,4,3,3,4,4,2,1,1,3,1,2,1,3,3,4,1,4,3,1,4,5,5,1,1,2,4,1,3,1,2,1,1,5,3,1,16,0,4,0,1,5,0
22440617,224406,2244,4,2,1996,1,5,5,4,4,4,9,9,2,4,5,4,2,2,2,2,4,3,3,3,4,4,3,1,1,1,2,1,2,1,2,2,3,1,4,3,2,4,4,5,2,1,2,3,2,3,2,2,2,3,3,2,3,14,5,4,0,1,2,0
22440620,224406,2244,4,1,1995,2,4,4,4,3,4,7,10,4,5,5,5,2,2,2,2,4,2,4,3,4,3,3,2,1,1,5,NA,2,2,3,3,3,2,4,2,2,4,3,3,2,1,2,3,2,1,2,2,1,1,1,2,1,15,0,3,0,3,5,0
22440622,224406,2244,4,2,1996,3,4,4,4,4,4,8,9,4,4,5,4,2,2,2,2,4,4,4,4,4,3,4,1,1,1,1,1,2,1,2,2,3,2,4,3,2,2,4,3,3,1,2,2,3,2,2,2,1,2,2,3,3,14,2,4,0,3,5,0
22440624,224406,2244,4,2,1995,3,3,3,4,3,3,7,9,5,4,5,4,1,2,2,2,4,3,4,3,3,3,4,2,1,1,1,1,1,2,2,1,1,1,4,4,2,4,4,5,2,2,1,2,2,2,3,3,2,2,3,3,3,15,4,0,0,1,1,0
22440626,224406,2244,4,1,1996,2,3,3,2,3,2,7,8,3,4,5,5,2,2,2,2,3,3,3,4,3,4,4,2,1,2,1,1,2,2,3,2,2,3,3,2,3,2,3,2,2,1,2,2,3,2,2,2,2,1,2,2,2,14,5,4,0,4,5,0
22440627,224406,2244,4,2,1996,2,4,5,4,4,4,8,10,5,5,5,4,2,2,2,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,3,1,4,4,1,5,5,5,1,1,1,3,1,1,1,1,1,1,1,2,3,14,4,3,0,2,5,0
22480102,224801,2248,3,1,1996,1,3,4,3,3,4,8,8,4,5,2,5,2,2,2,2,4,4,4,4,4,4,4,2,1,2,1,2,1,1,2,3,3,3,3,2,2,2,3,2,2,2,3,3,3,2,2,2,2,2,2,3,3,14,0,3,0,1,5,0
22480104,224801,2248,3,2,1995,3,4,3,5,5,1,5,1,5,5,5,3,2,2,2,2,4,4,4,4,4,4,4,2,1,1,1,1,1,1,1,1,4,1,4,4,1,3,5,5,1,1,1,5,5,2,1,1,1,1,2,2,2,15,1,3,0,1,5,0
22480105,224801,2248,3,1,1995,2,3,3,3,3,NA,7,8,3,3,5,3,2,2,2,2,4,4,4,3,4,4,4,2,1,2,1,2,1,1,2,4,2,2,3,3,3,4,2,2,1,1,2,1,2,1,2,2,2,2,2,2,4,15,4,5,0,3,5,0
22480106,224801,2248,3,2,1995,3,3,3,3,3,4,9,9,4,5,5,5,2,2,2,2,4,4,4,4,3,3,4,2,1,1,1,1,2,1,1,1,4,1,4,4,2,2,4,3,3,2,3,3,2,3,2,2,3,1,2,3,3,15,1,5,0,1,4,0
22480107,224801,2248,3,1,1995,1,5,5,5,5,4,6,5,3,3,2,1,1,1,1,1,4,4,4,4,4,4,4,1,1,3,1,3,5,5,5,3,2,2,2,2,1,2,2,2,1,1,1,3,2,5,1,1,1,1,5,5,1,15,5,5,0,1,5,0
22480108,224801,2248,3,1,1995,3,5,5,5,5,4,7,6,5,3,5,4,1,1,1,2,4,3,4,4,4,4,4,2,1,1,1,2,2,2,4,2,3,2,3,3,2,3,2,2,2,2,3,3,2,4,3,3,3,3,4,4,4,15,0,4,0,3,5,0
22480110,224801,2248,3,1,1996,2,4,4,4,3,4,8,9,NA,4,5,2,2,2,2,2,4,4,4,4,3,4,2,2,1,1,1,2,2,1,2,3,3,2,2,4,2,4,3,3,1,2,3,2,2,2,1,1,1,1,3,4,1,14,2,3,0,1,3,0
22480112,224801,2248,3,1,1995,1,4,5,5,4,4,7,9,3,5,5,3,2,2,1,2,4,4,4,3,4,4,4,2,1,1,1,1,1,1,1,2,4,1,4,4,2,3,4,4,2,1,2,4,3,3,2,1,1,2,3,3,1,15,2,5,0,4,5,0
22480114,224801,2248,3,1,1994,1,4,5,5,4,4,7,8,5,5,5,4,2,2,2,2,4,3,3,3,4,4,4,2,1,2,3,2,1,2,2,3,2,4,4,4,1,4,3,4,2,1,1,1,1,1,1,3,1,2,1,3,5,16,5,4,0,2,2,0
22480116,224801,2248,3,1,1995,3,4,4,3,3,4,5,9,4,5,5,4,2,2,2,2,4,4,4,3,4,4,4,2,1,2,2,1,2,2,3,3,4,3,4,4,2,4,3,4,2,1,3,4,4,2,2,2,1,2,4,3,3,15,4,3,0,1,5,0
22480118,224801,2248,3,2,1994,1,5,5,5,5,4,7,7,4,4,5,5,2,2,2,2,4,3,4,4,4,4,4,2,1,2,2,2,2,4,4,3,4,3,4,2,4,2,4,2,2,2,3,3,2,2,2,2,2,2,3,3,4,16,2,0,0,1,5,0
22480121,224801,2248,3,1,1994,3,4,4,4,3,4,7,7,5,5,5,5,2,2,2,2,4,3,3,4,4,4,4,2,1,2,1,2,2,2,2,1,3,2,3,4,3,4,4,4,3,3,2,4,5,4,2,2,2,2,3,3,4,16,3,0,0,0,5,0
22480122,224801,2248,3,1,1995,1,4,4,4,4,3,1,2,2,4,3,2,1,2,2,2,4,4,4,2,4,3,1,2,1,2,4,3,4,2,2,2,3,2,3,3,5,4,1,1,2,3,3,2,3,1,1,1,1,2,4,4,1,15,1,5,0,6,5,0
22480125,224801,2248,3,1,1994,2,4,4,4,4,4,5,8,5,5,4,4,2,2,2,2,4,4,4,4,3,4,4,2,1,1,1,2,1,1,1,2,3,2,3,3,1,3,4,NA,1,1,3,1,1,1,1,1,1,1,3,3,2,16,1,3,0,4,2,0
22480127,224801,2248,3,2,1994,3,4,4,3,3,4,6,7,5,5,4,3,2,2,2,2,3,3,4,3,3,4,3,1,1,1,4,2,2,3,3,3,4,2,4,4,1,4,4,4,2,1,2,4,4,3,3,2,2,2,3,3,3,16,0,3,0,2,5,0
22480130,224801,2248,3,2,1995,3,3,3,4,3,2,8,5,5,5,5,5,2,2,2,2,4,4,4,4,4,3,4,2,1,2,1,2,2,2,2,4,3,4,3,3,3,2,2,3,2,4,5,2,2,1,2,2,1,1,3,4,3,15,3,5,0,2,3,0
22480131,224801,2248,3,1,1995,3,3,4,4,3,4,7,7,4,4,5,4,2,2,2,2,4,4,4,4,4,4,4,2,1,1,1,1,1,1,1,2,4,2,4,3,1,3,3,3,2,1,2,4,3,2,2,2,1,2,2,3,2,15,2,0,0,1,0,0
22800203,228002,2280,3,2,1994,3,5,4,5,4,3,8,8,5,4,4,5,2,2,2,2,4,4,4,4,4,4,4,2,1,1,1,1,2,1,1,2,2,1,3,4,2,5,5,5,1,1,1,4,3,5,2,1,2,1,2,2,4,16,1,3,0,2,2,0
22800204,228002,2280,3,2,1995,3,4,4,4,4,4,4,6,4,4,5,4,2,2,2,2,4,3,4,4,3,3,4,2,1,2,1,1,2,2,2,3,4,1,4,3,3,4,3,4,1,1,2,4,3,2,2,2,2,1,3,3,3,15,1,3,0,0,3,0
22800205,228002,2280,3,2,1996,1,5,5,4,4,4,9,9,3,4,5,5,2,2,2,2,4,4,4,3,4,4,4,2,1,2,1,2,1,1,1,3,4,1,4,4,2,5,5,5,1,1,2,4,5,4,2,1,2,2,2,3,4,14,1,5,0,3,5,0
22800206,228002,2280,3,1,1994,3,4,5,5,4,4,8,9,2,5,5,5,2,2,2,2,4,4,4,4,4,4,4,2,1,1,1,1,2,2,2,2,4,2,4,3,1,3,4,3,1,1,1,3,5,3,1,1,2,2,2,2,2,16,1,4,0,4,4,0
22800208,228002,2280,3,1,1995,3,4,4,4,3,3,6,7,5,5,5,4,2,2,2,2,3,4,4,4,4,4,4,2,1,1,1,1,2,2,2,2,2,2,3,3,2,3,4,4,2,2,2,3,3,2,2,2,2,2,4,3,2,15,7,2,0,2,5,0
22800209,228002,2280,3,2,1995,1,4,5,5,4,3,8,6,5,4,5,3,2,2,2,2,4,4,4,4,4,4,4,2,1,2,3,1,2,2,4,3,3,2,4,2,2,1,1,1,2,1,4,2,3,2,2,2,2,1,2,4,2,15,0,5,0,0,3,0
22800210,228002,2280,3,1,1996,1,4,4,3,3,3,4,6,2,4,5,5,2,2,2,2,4,3,4,3,4,4,4,2,1,2,3,2,3,2,3,3,3,3,3,1,2,4,3,2,2,1,2,4,4,5,2,2,2,4,4,4,1,14,6,3,0,1,4,0
22800213,228002,2280,3,2,1995,1,4,4,4,4,3,8,8,4,5,5,4,2,2,2,2,4,4,4,4,4,4,4,2,5,NA,5,NA,2,1,2,2,3,2,3,4,2,4,5,4,2,2,2,3,5,4,2,2,2,2,2,2,2,15,1,4,0,3,4,0
22800214,228002,2280,3,2,1995,3,3,3,4,4,4,8,10,4,4,5,4,2,2,2,2,4,4,4,3,2,3,4,1,1,1,1,2,1,3,3,4,4,4,2,4,3,4,4,3,3,2,3,4,3,3,1,1,1,2,3,4,2,15,3,5,0,4,2,0
22800215,228002,2280,3,1,1996,1,4,4,4,4,4,10,10,5,5,5,5,2,2,2,2,4,4,4,4,4,4,4,2,1,1,1,1,1,1,1,2,4,1,4,4,2,5,5,5,1,1,1,5,5,4,2,1,1,1,4,2,5,14,2,1,0,4,4,0
22800216,228002,2280,3,2,1995,1,5,5,5,5,4,7,8,5,5,5,4,2,2,2,2,4,4,4,4,4,4,4,2,1,1,4,3,2,2,2,2,4,1,3,3,1,4,5,NA,4,1,2,4,2,2,2,2,3,2,1,2,5,15,0,5,0,5,5,0
22800217,228002,2280,3,1,1995,3,2,2,2,2,4,6,9,5,5,5,5,2,2,2,2,4,3,4,4,4,4,4,2,1,1,1,1,2,2,1,2,4,2,4,4,3,3,4,5,1,2,3,3,2,4,2,2,2,2,3,3,3,15,0,3,0,2,4,0
22800221,228002,2280,3,2,1995,1,5,5,5,5,4,6,10,4,5,5,4,2,2,2,2,4,3,4,3,4,4,4,2,1,2,5,NA,1,1,2,2,1,4,2,1,4,1,3,2,4,1,5,4,5,4,3,3,3,3,5,5,5,15,3,5,0,3,2,0
22800222,228002,2280,3,2,1995,1,4,5,5,4,4,NA,NA,5,4,5,5,2,2,2,2,4,3,4,4,4,4,4,2,1,1,1,1,2,1,3,2,3,NA,3,3,2,5,5,4,1,1,3,5,4,4,NA,NA,NA,NA,2,2,4,15,0,5,0,5,5,0
22800225,228002,2280,3,2,1995,2,4,4,4,4,4,4,6,4,3,4,4,2,2,2,2,4,3,4,4,3,3,4,1,1,2,1,1,1,4,1,1,2,3,3,1,1,1,3,2,1,4,2,1,2,1,2,1,4,2,2,1,1,15,0,4,0,2,5,0
22800226,228002,2280,3,2,1995,3,3,3,4,3,4,8,8,4,4,4,3,2,2,2,2,4,4,4,4,4,4,4,2,1,1,1,1,2,2,2,2,3,2,4,3,3,3,3,4,3,2,2,3,3,4,2,2,2,1,2,3,4,15,4,5,0,4,4,0
22800227,228002,2280,3,2,1995,3,4,5,5,3,3,6,6,4,5,4,4,2,2,2,2,4,4,4,3,4,4,3,1,1,3,1,1,2,2,4,3,3,3,3,3,2,4,4,2,2,2,4,2,4,2,4,4,4,4,5,5,2,15,0,1,0,2,5,0
22800228,228002,2280,3,2,1996,1,5,4,5,5,4,9,10,5,5,5,5,2,2,2,2,4,4,4,4,4,4,4,2,1,1,1,1,2,5,3,1,2,1,4,3,1,2,3,2,1,1,2,2,3,5,1,1,1,1,2,1,5,14,0,5,0,4,5,0
22800229,228002,2280,3,1,1996,3,3,3,4,3,3,8,8,4,4,5,5,2,2,2,2,4,3,4,3,4,4,3,2,1,2,1,1,2,1,2,2,2,2,3,3,2,2,3,3,2,2,4,2,4,3,2,2,2,2,3,3,3,14,5,2,0,4,5,0
22800230,228002,2280,3,1,1995,3,4,4,4,3,4,6,8,4,3,5,2,2,2,2,2,4,3,4,3,4,4,4,1,1,2,1,3,3,2,4,2,3,3,2,1,3,2,2,2,3,3,4,2,3,2,2,2,2,2,3,5,2,15,9,2,0,1,5,0
22800231,228002,2280,3,2,1996,1,5,5,5,5,3,7,8,5,5,5,4,2,2,2,2,4,4,4,4,4,4,4,1,1,1,3,3,1,1,2,3,4,3,4,4,2,5,4,4,1,2,2,4,5,2,2,2,4,2,3,3,5,14,5,5,0,2,5,0
22800301,228003,2280,3,2,1995,3,4,4,4,5,4,6,8,5,5,5,5,2,2,2,2,4,3,4,4,4,3,3,1,1,1,1,2,1,1,2,2,2,2,3,3,3,2,2,3,1,1,1,3,4,2,2,1,1,2,2,2,4,15,2,4,0,5,5,0
22800303,228003,2280,3,2,1995,1,4,4,4,3,4,7,10,5,5,5,5,2,2,2,2,4,4,4,4,4,4,4,2,1,1,1,1,2,1,4,2,3,1,4,3,1,5,4,5,1,1,3,3,4,2,2,1,2,3,2,3,5,15,2,4,0,4,4,0
22800305,228003,2280,3,2,1995,3,4,5,4,4,4,3,4,5,5,5,4,2,2,2,2,4,4,4,4,4,3,4,2,1,1,1,2,1,3,2,3,3,3,3,3,5,5,5,5,3,2,3,1,5,1,2,3,1,1,4,3,5,15,0,5,0,3,3,0
22800306,228003,2280,3,1,1996,3,4,4,3,3,4,5,7,5,5,5,4,2,2,2,2,3,4,4,2,4,4,4,2,1,1,1,2,1,2,2,2,3,2,3,3,2,1,2,2,1,1,2,1,5,2,2,4,2,2,2,4,2,14,2,5,0,1,4,0
