youthidCUF,classidCUF,schoolidCUF,schtype_geRV,y1_sex,y1_doby,y1_nationRV,y1_lpsc1,y1_lpsc2,y1_lpsc3,y1_lpsc4,y1_fact,y1_sat2,y1_sat1,y1_pbsch1,y1_pbsch2,y1_pbsch3,y1_pbsch4,y1_del1,y1_del2,y1_del3,y1_del4,y1_vict1,y1_vict2,y1_vict3,y1_pdisc1,y1_pdisc2,y1_pdisc3,y1_pdisc4,y1_date,y1_contm,y1_gawm,y1_contf,y1_gawf,y1_penc1,y1_penc2,y1_penc3,y1_fcoh1,y1_fcoh2,y1_fcoh3,y1_fcoh4,y1_fcoh5,y1_pdem1,y1_pdem2,y1_pdem3,y1_pdem4,y1_pdem5,y1_pdem6,y1_pdem7,y1_pinv1,y1_pinv2,y1_pinv3,y1_sest1,y1_sest2,y1_sest3,y1_sest4,y1_tenc1,y1_tenc2,y1_tenc3,age,neg_indegree,neg_outdegree,neg_isolate,pos_indegree,pos_outdegree,pos_isolate
30030301,300303,3003,4,2,1996,1,5,5,5,5,4,10,10,4,5,5,3,2,2,2,2,4,4,4,4,4,4,4,2,1,1,1,2,1,1,1,2,4,1,4,3,1,5,5,5,1,1,1,5,5,2,1,1,2,2,2,2,5,14,0,0,1,3,5,0
30030303,300303,3003,4,2,1996,1,4,5,5,4,4,8,9,5,5,5,4,2,2,2,2,4,4,4,4,4,4,4,2,1,2,2,2,2,1,2,3,3,3,3,2,2,4,3,5,2,1,2,1,3,2,2,3,4,2,4,3,4,14,0,0,1,2,3,0
30030304,300303,3003,4,2,1996,NA,5,4,4,4,3,8,9,5,5,5,5,2,2,2,2,4,4,4,3,4,4,4,2,1,2,2,2,2,2,2,2,4,2,4,3,2,3,3,3,2,2,2,1,3,1,2,2,2,2,2,3,4,14,2,4,0,2,4,0
30030306,300303,3003,4,2,1996,1,5,5,5,4,4,4,1,4,5,5,4,2,2,2,2,4,3,4,2,3,3,4,2,1,1,1,1,1,1,1,2,4,2,4,4,1,3,3,3,1,1,2,2,4,1,1,1,1,2,1,2,2,14,0,4,0,4,5,0
30030308,300303,3003,4,2,1995,1,5,5,5,4,4,3,2,5,5,5,4,2,2,2,2,4,4,4,4,4,4,4,2,1,1,1,1,1,1,1,2,4,1,1,4,1,5,5,5,1,1,5,2,1,2,2,1,3,2,2,1,5,15,1,0,0,3,5,0
30030309,300303,3003,4,2,1996,1,5,5,4,4,4,6,8,4,5,5,4,2,2,2,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,4,2,4,4,1,5,4,4,1,1,2,3,4,2,2,2,2,3,2,2,2,14,1,0,0,3,5,0
30030311,300303,3003,4,2,1995,1,5,5,5,5,4,4,7,4,5,5,3,2,2,2,1,4,4,4,4,4,4,4,2,1,1,1,1,3,3,4,3,3,2,3,3,2,4,3,4,1,1,2,2,4,2,2,4,2,3,2,2,4,15,3,2,0,2,2,0
30030312,300303,3003,4,2,1995,2,4,5,4,4,4,9,10,4,5,5,4,2,2,2,2,4,4,4,4,4,4,4,2,1,1,1,1,2,2,2,1,4,1,4,4,2,3,4,4,2,1,1,4,4,3,2,2,2,2,3,3,4,15,0,3,0,5,5,0
30030315,300303,3003,4,2,1996,1,5,5,5,4,4,7,8,3,4,4,3,2,1,2,1,4,3,4,3,3,4,2,2,1,2,1,1,2,2,3,1,3,2,4,2,2,4,4,4,2,1,2,3,4,4,2,2,3,2,2,3,1,14,0,2,0,5,5,0
30030316,300303,3003,4,2,1995,1,5,5,5,5,4,7,8,4,4,5,3,2,2,2,2,4,4,4,3,4,3,4,1,1,2,1,1,1,1,2,3,4,1,4,4,2,5,5,5,1,1,1,3,4,3,1,1,2,3,2,3,2,15,0,4,0,4,5,0
31080102,310801,3108,3,2,1995,3,4,4,4,4,4,6,8,4,5,5,5,NA,NA,NA,NA,4,4,4,3,4,4,4,1,1,1,1,1,2,2,2,2,4,1,4,4,3,4,4,3,2,1,2,3,2,3,2,2,2,1,3,3,2,15,0,3,0,1,0,0
31080103,310801,3108,3,1,1996,3,4,4,4,4,4,7,8,4,3,5,4,NA,NA,NA,NA,4,4,4,3,4,4,4,2,1,1,1,1,1,1,1,3,4,2,4,3,2,4,5,2,2,1,2,1,4,2,2,2,2,1,2,3,2,14,5,1,0,5,2,0
31080104,310801,3108,3,1,1996,3,5,5,5,4,4,8,5,2,3,5,4,NA,NA,NA,NA,4,2,4,2,4,4,4,2,1,2,2,1,1,1,2,3,3,3,2,2,2,3,3,2,1,1,1,3,2,1,2,1,1,1,2,3,1,14,4,2,0,7,2,0
31080105,310801,3108,3,1,1994,3,3,5,3,4,4,2,3,4,5,5,5,NA,NA,NA,NA,4,4,4,2,4,4,3,2,1,2,1,2,1,1,1,2,3,2,3,1,3,4,2,2,2,2,3,2,1,1,1,2,2,2,2,3,1,16,2,4,0,5,4,0
31080107,310801,3108,3,1,1994,3,3,4,3,2,NA,8,8,4,5,5,4,NA,NA,NA,NA,4,4,4,NA,NA,NA,NA,NA,1,2,5,NA,2,1,1,2,2,2,4,4,2,4,3,3,2,1,1,2,5,2,2,1,2,1,2,2,2,16,1,5,0,5,5,0
31080108,310801,3108,3,1,1996,2,3,4,3,3,NA,7,8,4,3,5,5,NA,NA,NA,NA,3,4,4,3,4,3,4,1,1,1,1,1,2,2,2,3,3,3,4,3,2,4,4,3,2,1,2,3,2,2,2,2,2,2,2,2,2,14,0,2,0,5,4,0
31080110,310801,3108,3,2,1996,1,4,3,5,5,4,7,7,5,4,5,3,NA,NA,NA,NA,4,4,4,4,4,3,4,1,1,1,1,2,1,1,2,2,3,3,3,3,1,5,4,4,1,1,1,4,3,2,2,2,1,2,3,3,4,14,1,4,0,1,5,0
31080111,310801,3108,3,1,1996,1,4,5,4,3,4,9,10,5,4,5,5,NA,NA,NA,NA,3,4,4,3,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,4,4,2,1,2,2,3,4,1,1,1,1,2,2,1,14,2,4,0,4,5,0
31080112,310801,3108,3,1,1995,1,5,4,4,3,3,4,9,4,4,5,4,NA,NA,NA,NA,3,3,4,2,4,3,4,1,1,1,1,1,1,1,2,2,2,2,3,3,2,2,3,2,3,2,2,2,2,2,1,2,2,2,4,3,1,15,3,4,0,1,4,0
31080113,310801,3108,3,1,1996,3,3,4,4,4,4,7,9,3,4,5,5,NA,NA,NA,NA,4,4,4,4,4,4,4,1,5,NA,1,1,1,2,2,3,3,1,4,4,1,2,5,3,2,2,2,2,2,2,2,2,2,1,4,4,1,14,1,5,0,4,5,0
31080114,310801,3108,3,2,1996,3,4,4,5,4,4,7,9,4,3,5,4,NA,NA,NA,NA,4,4,4,3,4,4,4,2,1,1,1,1,1,1,3,2,4,1,4,3,1,4,4,4,2,1,3,2,1,2,1,1,1,1,2,3,2,14,0,1,0,0,5,0
31080116,310801,3108,3,1,1995,3,4,4,3,3,4,7,10,5,4,5,3,NA,NA,NA,NA,4,3,4,3,3,3,4,2,1,1,1,2,4,1,2,3,3,2,4,4,2,4,4,5,2,1,1,1,5,1,2,1,1,2,2,3,3,15,4,2,0,2,5,0
31080117,310801,3108,3,1,1995,1,3,4,4,3,4,7,7,4,4,4,4,NA,NA,NA,NA,4,4,4,3,4,4,4,2,1,2,1,2,3,3,3,3,4,2,4,4,2,2,3,3,2,2,2,3,4,3,2,3,2,2,3,3,2,15,2,1,0,4,5,0
31080201,310802,3108,3,1,1994,1,3,3,3,2,4,7,10,5,4,5,4,NA,NA,NA,NA,4,4,4,3,4,4,4,2,1,2,2,1,2,2,4,3,4,3,4,3,2,4,2,1,2,1,2,4,4,2,4,2,2,3,2,1,4,16,2,1,0,1,2,0
31080203,310802,3108,3,2,1995,3,4,4,5,5,4,7,9,5,5,5,5,NA,NA,NA,NA,4,4,4,4,4,4,4,2,1,1,1,1,1,1,1,3,4,2,4,4,2,3,4,2,2,1,2,2,1,1,2,2,2,1,2,2,5,15,2,5,0,3,3,0
31080204,310802,3108,3,2,1995,1,4,4,4,3,4,6,7,4,4,4,3,NA,NA,NA,NA,4,4,4,4,4,3,2,1,1,2,2,2,1,1,1,3,3,3,3,3,1,4,4,4,1,2,2,4,2,4,2,2,4,2,2,2,2,15,2,3,0,1,0,0
31080205,310802,3108,3,2,1994,3,4,4,4,3,3,5,5,4,4,4,4,NA,NA,NA,NA,4,4,4,4,4,4,4,2,1,2,1,2,2,3,3,3,3,3,3,2,3,2,3,2,2,3,3,3,3,3,2,2,2,2,2,3,2,16,3,5,0,0,0,1
31080207,310802,3108,3,1,1996,1,4,5,4,3,4,4,3,3,4,5,5,NA,NA,NA,NA,3,2,3,3,3,4,4,2,1,1,1,1,2,2,3,1,3,1,1,3,2,4,5,4,2,2,2,5,3,4,2,2,2,2,2,3,3,14,6,4,0,1,4,0
31080208,310802,3108,3,1,1995,3,5,5,4,4,NA,7,10,4,5,5,5,NA,NA,NA,NA,4,4,4,3,4,4,4,NA,1,1,1,1,1,2,3,2,4,1,4,4,1,4,4,5,2,1,1,2,2,1,2,2,2,1,2,2,1,15,1,3,0,4,4,0
31080210,310802,3108,3,1,1995,3,4,4,3,3,4,7,9,5,5,5,4,NA,NA,NA,NA,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,4,1,4,3,1,2,5,4,1,1,2,4,2,3,2,1,1,2,2,2,5,15,4,5,0,2,4,0
31080211,310802,3108,3,2,1995,2,4,4,4,2,3,3,6,4,5,5,4,NA,NA,NA,NA,3,3,4,3,4,4,4,2,1,1,4,3,3,1,1,1,2,2,4,3,2,3,4,4,2,1,2,2,3,1,1,1,3,3,4,5,1,15,3,4,0,2,2,0
31080212,310802,3108,3,1,1994,1,4,5,5,3,4,1,8,5,3,5,4,NA,NA,NA,NA,1,1,1,1,4,4,4,2,1,4,1,1,1,2,5,4,3,4,3,2,1,3,2,1,3,1,1,2,3,1,2,4,4,5,1,3,5,16,9,0,0,0,0,1
31080213,310802,3108,3,1,1995,1,5,5,5,5,3,3,4,4,3,2,2,NA,NA,NA,NA,4,3,4,3,3,3,4,2,2,2,1,2,2,4,3,3,4,4,4,3,3,3,4,3,2,3,2,4,4,4,4,4,2,4,3,3,3,15,2,4,0,2,4,0
31080217,310802,3108,3,2,1996,3,4,5,5,4,4,1,6,3,4,5,4,NA,NA,NA,NA,4,3,4,3,4,4,3,1,1,2,1,2,1,1,2,2,3,1,4,3,3,5,4,3,3,3,3,3,2,2,2,2,3,2,5,5,1,14,3,5,0,2,2,0
31080219,310802,3108,3,1,1995,1,5,5,5,5,4,3,2,5,5,5,5,NA,NA,NA,NA,4,4,4,4,3,3,3,2,1,1,2,2,1,1,1,4,4,2,4,3,1,5,5,4,2,1,1,4,5,3,1,2,2,2,2,2,4,15,3,5,0,3,4,0
31080220,310802,3108,3,1,1994,1,5,5,5,4,NA,4,3,4,3,5,3,NA,NA,NA,NA,3,3,3,4,3,4,1,NA,1,2,4,2,2,2,2,3,2,2,3,3,2,3,4,2,2,2,4,2,2,3,2,2,2,3,3,2,2,16,3,5,0,3,4,0
31080221,310802,3108,3,2,1996,1,3,5,3,3,4,4,4,4,3,5,5,NA,NA,NA,NA,4,4,4,3,4,4,2,1,1,1,1,1,1,1,2,3,2,2,4,1,3,1,3,1,1,1,3,1,3,1,1,1,1,2,1,1,1,14,2,5,0,2,4,0
31350101,313501,3135,4,2,1996,1,5,5,4,4,4,8,10,3,5,5,4,2,2,2,2,4,4,4,3,4,4,3,2,1,1,1,1,1,1,1,2,4,1,4,3,2,4,4,4,1,1,2,3,3,3,2,2,1,1,1,1,4,14,1,5,0,4,5,0
31350108,313501,3135,4,2,1996,1,5,5,5,5,4,8,10,5,5,5,5,2,2,2,2,4,4,4,4,4,4,4,2,1,1,1,1,1,1,2,2,4,1,4,4,1,5,5,5,1,1,1,5,1,2,2,1,2,3,1,1,5,14,5,3,0,1,1,0
31350109,313501,3135,4,2,1996,1,3,4,3,3,NA,5,7,4,4,5,4,NA,NA,NA,NA,3,3,4,4,4,4,4,1,1,2,5,NA,2,2,4,3,3,4,3,3,4,4,4,3,3,3,3,4,3,3,3,3,4,3,3,3,4,14,1,4,0,1,2,0
31350110,313501,3135,4,2,1996,1,5,5,5,4,4,10,10,5,5,5,5,2,2,2,2,4,4,4,4,4,4,4,2,1,NA,1,NA,1,2,1,3,3,1,4,3,1,5,5,5,1,1,2,5,4,5,1,1,1,1,1,2,5,14,0,3,0,3,5,0
31350112,313501,3135,4,2,1995,3,4,5,5,5,4,9,10,5,5,5,4,2,2,2,2,4,4,4,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1,4,4,2,3,5,5,1,1,2,3,4,5,2,1,2,1,1,1,5,15,0,4,0,3,4,0
31350113,313501,3135,4,2,1996,1,4,5,4,4,4,8,8,5,5,5,4,2,2,2,2,4,4,3,4,4,4,4,2,1,1,1,1,1,1,2,3,4,3,4,4,1,4,4,5,1,1,2,2,2,2,2,2,3,2,2,2,5,14,1,1,0,2,5,0
31350114,313501,3135,4,2,1996,3,4,5,5,4,4,6,5,5,5,4,4,2,2,2,2,4,4,4,4,3,3,2,2,1,2,1,1,2,3,3,3,4,1,4,3,2,4,3,2,2,3,3,3,5,3,2,1,1,2,3,3,2,14,0,2,0,3,4,0
31350117,313501,3135,4,2,1994,3,4,4,4,4,3,6,8,5,5,5,5,2,2,2,2,4,4,4,4,4,4,4,2,1,1,2,1,2,1,1,3,3,1,4,4,1,4,5,5,2,1,1,5,3,3,1,2,1,2,3,5,5,16,1,4,0,2,0,0
31350118,313501,3135,4,2,1996,1,4,3,3,3,1,6,6,4,5,5,4,2,2,2,2,4,4,4,3,4,3,4,2,1,2,5,NA,2,1,2,4,2,3,3,2,2,5,4,3,1,2,2,4,3,4,2,2,4,3,2,3,2,14,3,2,0,3,3,0
31350120,313501,3135,4,2,1995,1,4,5,5,3,2,7,8,4,3,3,2,2,2,1,2,4,4,4,4,4,4,2,1,1,2,1,2,2,1,3,3,4,1,4,3,4,2,5,4,2,1,2,2,1,3,2,1,2,2,4,4,1,15,0,5,0,1,5,0
31350203,313502,3135,4,1,1994,1,4,4,4,3,NA,8,8,4,4,4,4,NA,NA,NA,NA,3,2,4,3,4,3,4,NA,1,1,2,1,1,1,1,3,4,4,3,3,2,2,3,2,2,1,2,3,2,5,2,2,2,2,1,2,2,16,2,2,0,1,5,0
31350204,313502,3135,4,2,1995,1,4,4,3,3,3,6,1,5,4,5,5,2,2,2,2,4,4,4,3,4,4,4,1,1,3,1,2,1,2,2,2,NA,3,3,3,4,2,2,2,3,4,4,1,2,1,2,1,1,2,1,3,4,15,1,1,0,4,5,0
31350205,313502,3135,4,2,1995,3,5,5,5,5,1,4,2,3,4,5,4,2,2,2,2,4,4,4,3,4,4,3,1,1,2,1,1,2,2,3,3,4,2,4,3,3,4,5,5,2,2,2,5,4,4,2,2,2,3,2,3,1,15,0,5,0,5,5,0
31350207,313502,3135,4,2,1995,1,3,4,3,3,NA,5,7,5,5,5,5,2,2,2,2,4,4,4,4,4,4,NA,2,1,2,1,3,2,4,4,2,3,2,4,3,4,5,3,4,3,2,3,5,5,4,1,1,2,1,2,2,5,15,1,5,0,4,5,0
31350208,313502,3135,4,2,1996,1,4,5,5,4,1,3,2,5,4,5,4,2,2,2,2,4,4,4,4,4,4,4,2,1,2,1,1,1,1,1,3,2,1,4,3,2,3,4,4,2,2,3,4,3,1,1,1,2,2,1,1,4,14,1,1,0,4,5,0
31350209,313502,3135,4,1,1995,3,5,5,5,5,4,9,9,4,5,3,4,2,2,2,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,2,4,1,4,3,3,2,4,3,1,1,2,2,2,2,2,2,2,2,1,2,2,15,0,2,0,3,5,0
31350210,313502,3135,4,2,1995,NA,4,4,4,4,4,7,7,5,5,5,4,2,2,2,2,3,3,4,4,4,3,4,2,1,1,5,NA,2,2,2,2,3,2,4,3,2,4,4,4,2,2,3,3,2,2,2,3,2,2,2,3,4,15,1,1,0,2,5,0
31350211,313502,3135,4,2,1995,1,5,4,4,4,3,10,10,5,5,5,5,2,2,2,2,4,4,4,4,3,4,3,2,1,1,1,1,1,1,2,1,4,1,4,4,1,4,5,5,1,1,1,4,5,5,2,2,1,2,2,2,4,15,3,4,0,3,5,0
31350212,313502,3135,4,2,1996,1,5,5,5,5,4,4,7,4,3,5,5,2,2,2,2,2,2,2,2,3,4,3,1,1,2,1,3,2,2,3,3,4,3,4,3,2,4,4,3,2,3,3,4,4,5,2,2,4,3,3,3,2,14,1,5,0,2,2,0
31350213,313502,3135,4,1,1995,1,5,5,5,5,3,3,7,5,4,5,4,2,2,1,2,4,4,4,4,3,4,4,1,1,1,5,NA,3,2,4,4,4,4,4,4,2,5,5,5,2,1,2,5,5,5,2,2,2,2,3,3,5,15,1,2,0,5,3,0
31350214,313502,3135,4,1,1996,3,4,4,4,4,4,9,9,5,5,5,4,2,2,2,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,2,4,1,3,4,2,4,5,5,1,1,1,5,2,3,2,2,2,2,2,1,5,14,0,1,0,1,5,0
31350219,313502,3135,4,1,1996,1,5,5,5,5,4,8,9,5,4,NA,NA,2,2,2,2,4,4,4,4,4,4,4,2,1,2,5,NA,1,2,2,2,4,2,4,4,2,5,5,4,2,1,1,4,4,2,2,2,2,2,2,2,4,14,1,2,0,2,5,0
31350220,313502,3135,4,2,1995,1,4,5,3,3,1,5,7,5,5,5,5,2,2,2,2,3,2,3,3,4,3,4,1,1,1,1,2,2,2,3,3,3,3,3,2,2,3,5,3,1,2,2,3,3,2,2,3,2,2,2,2,5,15,3,1,0,2,2,0
31350222,313502,3135,4,2,1996,3,3,4,3,3,4,7,4,4,5,5,5,2,2,2,2,4,4,4,4,4,4,4,2,1,2,1,2,2,1,2,2,3,3,4,4,2,2,5,3,2,2,2,2,3,2,2,2,2,3,3,3,2,14,6,5,0,4,5,0
33930301,339303,3393,5,1,1996,1,5,5,5,5,3,7,10,5,5,4,4,2,2,2,2,4,4,4,4,4,4,4,2,1,2,2,1,1,2,3,2,3,2,3,3,2,3,5,4,2,1,2,4,3,4,2,2,2,2,3,4,3,14,8,5,0,1,4,0
33930304,339303,3393,5,2,1996,1,4,4,4,4,4,8,9,5,5,5,5,2,2,2,2,4,4,4,3,4,4,4,2,1,2,1,2,1,1,4,2,4,1,3,3,1,3,4,3,2,1,2,4,4,4,2,1,3,2,3,3,4,14,1,2,0,3,4,0
33930306,339303,3393,5,1,1995,1,5,5,5,4,4,6,8,5,5,5,5,2,2,2,2,3,4,4,3,4,4,4,2,1,2,1,2,1,1,2,2,2,2,2,2,3,3,4,2,3,2,3,5,3,3,2,3,3,2,3,3,2,15,3,1,0,5,5,0
33930307,339303,3393,5,1,1996,1,4,5,4,4,NA,5,4,5,5,5,4,2,2,2,2,4,4,4,4,3,4,4,2,1,3,2,1,1,1,5,3,3,3,3,3,3,2,2,2,2,3,4,2,2,2,2,2,3,2,3,2,4,14,5,4,0,2,5,0
33930312,339303,3393,5,2,1996,1,5,5,4,4,4,8,10,5,5,5,4,2,2,2,2,NA,NA,NA,4,3,4,4,2,1,1,1,2,1,1,2,2,4,1,4,3,2,4,4,4,2,1,2,2,4,2,1,2,2,2,2,3,3,14,2,4,0,1,4,0
33930313,339303,3393,5,1,1995,1,5,5,4,4,4,6,8,4,4,5,1,1,2,2,2,4,3,4,3,4,3,4,1,1,2,4,2,2,2,2,2,3,2,3,3,2,4,4,4,2,2,2,2,2,2,1,1,2,2,4,3,1,15,0,4,0,4,4,0
33930314,339303,3393,5,2,1996,1,5,5,5,4,3,6,8,3,5,5,2,2,2,2,1,3,4,4,3,4,3,3,2,1,2,2,1,2,1,2,3,2,3,4,2,2,3,4,2,1,1,2,2,2,2,2,2,2,2,4,4,1,14,1,4,0,5,4,0
33930318,339303,3393,5,1,1995,1,5,5,5,5,4,9,8,4,5,4,5,2,2,2,2,3,4,4,4,4,4,4,2,1,1,1,1,1,1,1,2,2,2,3,2,2,2,4,3,1,1,2,3,3,4,2,2,2,1,3,3,2,15,0,5,0,3,5,0
33930319,339303,3393,5,1,1996,1,4,4,3,3,4,3,6,4,4,4,5,2,2,2,2,3,3,4,3,3,4,4,2,1,2,3,2,2,2,2,3,4,2,3,3,2,4,4,4,2,1,2,4,4,4,2,2,2,2,3,2,2,14,1,1,0,4,3,0
33930322,339303,3393,5,2,1994,2,4,4,4,3,4,6,9,4,5,4,3,2,2,2,2,4,4,4,4,4,3,4,2,1,1,2,1,1,1,2,1,4,2,4,3,2,5,5,5,1,1,1,4,5,4,2,3,2,3,3,4,2,16,1,1,0,1,5,0
33930324,339303,3393,5,1,1995,1,3,5,3,4,4,7,9,4,4,5,4,2,2,2,1,4,4,4,4,4,4,4,2,1,2,1,2,2,2,2,2,2,1,3,2,2,2,3,3,1,2,2,3,4,3,2,2,2,2,3,3,3,15,0,1,0,4,1,0
33930326,339303,3393,5,1,1996,1,5,5,5,5,4,9,8,4,5,5,4,2,2,2,2,4,3,4,4,4,4,4,2,1,1,1,1,1,1,1,2,3,2,3,3,2,4,4,4,2,2,3,3,4,3,2,2,2,3,2,3,2,14,2,2,0,5,4,0
33930602,339306,3393,5,1,1996,1,5,5,5,5,4,8,6,4,5,5,2,2,2,2,2,4,4,4,4,4,4,4,2,1,1,5,NA,2,2,3,3,4,1,4,4,4,4,5,4,2,2,2,4,4,4,2,2,3,2,2,2,4,14,0,5,0,3,5,0
33930603,339306,3393,5,2,1996,3,5,5,5,5,4,7,8,5,5,5,4,2,2,2,1,4,3,4,4,4,4,4,2,1,1,1,2,2,1,2,2,4,1,4,3,2,3,3,4,2,1,2,2,1,2,2,1,2,2,3,3,3,14,1,3,0,2,2,0
33930604,339306,3393,5,2,1995,1,5,5,5,4,4,6,9,5,5,4,5,2,2,2,1,4,4,4,4,3,4,4,2,1,2,1,2,2,2,3,3,2,3,3,1,4,3,3,1,2,2,3,2,2,2,2,4,4,2,2,2,2,15,0,2,0,6,3,0
33930607,339306,3393,5,2,1995,2,4,4,5,4,NA,5,9,5,5,5,4,1,2,2,2,4,4,4,3,4,4,3,2,1,1,1,1,3,2,2,2,3,2,4,3,2,4,2,3,1,4,2,2,4,2,2,2,3,3,2,3,4,15,4,2,0,0,4,0
33930608,339306,3393,5,1,1995,1,5,5,4,4,1,9,8,5,5,4,5,2,2,2,2,4,4,4,4,3,4,4,2,1,1,2,2,1,2,1,2,4,2,4,3,2,5,3,3,1,1,1,5,4,2,2,2,2,2,2,3,2,15,0,3,0,3,5,0
33930614,339306,3393,5,2,1995,1,5,5,5,5,4,4,9,5,5,5,4,2,2,2,2,4,4,4,4,4,4,4,2,1,2,2,2,2,2,2,2,3,2,4,3,3,4,4,3,2,1,2,4,4,3,1,3,2,1,3,4,2,15,0,1,0,6,5,0
33930616,339306,3393,5,2,1995,1,5,5,5,5,4,3,3,5,5,5,4,2,2,2,2,4,4,4,3,4,4,4,2,1,2,1,2,3,4,3,3,NA,3,3,2,3,2,2,2,2,3,2,4,2,2,2,2,1,2,2,2,2,15,0,1,0,5,5,0
33930619,339306,3393,5,2,1996,1,5,5,5,4,4,6,7,4,5,3,4,2,2,2,2,3,3,4,3,3,3,3,2,1,3,1,2,1,1,1,3,3,3,3,3,2,3,4,4,2,2,2,2,3,3,3,3,3,2,2,2,2,14,1,2,0,2,5,0
33930622,339306,3393,5,2,1996,1,5,5,5,5,4,8,10,4,5,5,4,2,2,2,2,4,4,4,3,4,4,4,2,3,1,5,NA,1,1,1,1,4,1,4,3,1,4,4,5,1,1,1,2,3,1,2,2,3,2,2,3,2,14,0,4,0,2,5,0
33930623,339306,3393,5,1,1995,1,5,5,5,5,4,6,9,2,4,5,5,2,2,1,1,4,4,4,2,3,3,3,1,1,1,1,1,2,1,1,2,3,2,4,3,1,4,3,3,1,1,2,3,3,3,2,1,3,1,3,3,1,15,1,3,0,2,5,0
33930625,339306,3393,5,1,1994,1,5,5,5,5,4,4,8,3,5,3,2,2,2,2,1,4,4,4,3,4,4,4,1,1,2,1,3,2,1,1,3,4,3,4,4,3,2,4,2,2,3,3,3,2,2,1,2,2,2,2,3,1,16,4,5,0,1,5,0
33930627,339306,3393,5,2,1995,1,5,4,5,4,3,6,4,5,5,5,2,2,2,2,1,4,4,4,4,4,4,4,2,1,1,1,1,1,2,3,2,2,2,3,3,1,2,5,2,1,2,2,2,3,4,1,2,5,2,3,3,2,15,0,2,0,2,2,0
33930628,339306,3393,5,2,1996,1,5,5,5,5,4,4,3,5,5,5,3,2,2,2,2,4,4,4,4,4,3,4,2,1,1,1,1,2,1,2,1,4,1,4,3,2,3,4,3,1,1,2,3,4,4,1,1,2,2,2,2,2,14,0,1,0,3,5,0
33930629,339306,3393,5,1,1996,1,4,5,4,3,4,9,9,4,5,5,5,2,2,2,2,4,4,4,4,4,4,4,2,1,2,1,2,2,1,2,3,3,4,3,2,3,4,3,2,3,3,3,1,4,2,1,1,2,1,2,3,1,14,0,5,0,0,5,0
35770105,357701,3577,4,1,1995,1,4,4,5,3,4,4,5,4,4,5,3,2,2,2,2,3,2,4,3,4,4,4,2,1,1,4,3,2,2,2,2,3,2,4,3,2,4,4,3,2,1,2,2,4,4,2,3,2,2,2,2,1,15,3,3,0,1,5,0
35770108,357701,3577,4,1,1995,1,4,4,4,4,4,4,5,4,4,5,3,2,2,2,2,4,4,4,3,4,4,4,1,1,2,5,NA,2,2,2,3,4,3,4,3,4,4,5,4,4,4,4,2,2,2,3,2,2,2,2,3,2,15,0,5,0,2,3,0
35770111,357701,3577,4,2,1995,1,5,5,5,5,3,10,8,5,5,5,5,2,2,2,2,4,4,4,3,3,4,4,2,1,1,1,1,1,1,1,3,4,2,4,3,2,NA,5,4,1,1,1,3,4,5,1,1,1,1,1,1,5,15,0,5,0,1,4,0
35770112,357701,3577,4,2,1996,3,3,3,3,3,4,7,7,5,5,5,5,2,2,2,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,1,2,2,4,3,2,4,4,4,2,2,2,4,2,4,2,2,2,2,2,3,3,14,0,4,0,0,1,0
35770113,357701,3577,4,1,1995,1,4,5,4,4,4,4,3,4,5,5,5,2,2,2,2,4,4,4,4,4,2,4,2,1,1,1,1,1,1,2,2,4,2,4,4,2,5,5,5,2,2,2,2,2,2,2,2,4,3,2,2,2,15,0,5,0,3,2,0
35770114,357701,3577,4,2,1995,2,3,4,5,3,3,10,8,5,5,5,5,2,2,2,2,4,3,4,3,4,4,4,1,1,2,1,1,1,1,1,2,2,2,4,3,2,2,4,3,2,2,2,2,1,1,4,1,2,2,1,2,2,15,3,5,0,0,3,0
35770116,357701,3577,4,1,1996,1,4,4,4,4,3,9,10,5,4,5,5,2,2,1,2,4,4,4,4,4,4,4,2,1,1,1,1,2,2,2,3,4,3,4,4,2,3,3,3,2,2,2,3,3,3,2,2,2,2,3,2,3,14,2,5,0,3,5,0
35770118,357701,3577,4,1,1994,2,5,5,5,5,4,9,10,4,4,5,4,2,2,2,2,4,3,4,3,4,4,4,2,1,1,1,1,1,1,1,2,4,2,4,3,2,5,4,5,2,1,2,5,4,4,2,2,2,2,1,1,4,16,2,4,0,4,5,0
35770120,357701,3577,4,1,1995,3,4,4,4,4,3,5,7,1,1,5,5,2,2,1,2,4,4,4,2,4,4,3,1,1,2,1,2,2,1,3,4,3,3,3,3,2,2,3,3,2,2,2,5,5,5,2,2,2,2,1,1,1,15,6,4,0,2,4,0
35770121,357701,3577,4,1,1995,1,4,5,4,4,4,6,8,4,3,5,5,2,2,1,2,2,2,2,3,4,4,4,1,4,3,1,1,1,1,1,3,4,3,4,3,3,3,4,4,2,1,3,2,3,4,1,1,2,1,1,1,2,15,5,4,0,2,5,0
